time,Target_values,Target_predictions
2022-08-04 12:00:00,590.12586,441.1329905
2022-08-04 13:00:00,586.09735,441.1329905
2022-08-04 14:00:00,589.27552,441.1329905
2022-08-04 15:00:00,577.54264,441.1329905
2022-08-04 16:00:00,579.67428,441.1329905
2022-08-04 17:00:00,561.80827,441.1329905
2022-08-04 18:00:00,565.2282,441.1329905
2022-08-04 19:00:00,561.13264,441.1329905
2022-08-04 20:00:00,547.40146,441.1329905
2022-08-04 21:00:00,517.80115,441.1329905
2022-08-04 22:00:00,475.23082,441.1329905
2022-08-04 23:00:00,440.98270999999994,441.1329905
2022-08-05 00:00:00,378.17491,441.1329905
2022-08-05 01:00:00,352.86213,441.1329905
2022-08-05 02:00:00,325.77749,441.1329905
2022-08-05 03:00:00,323.36092,441.1329905
2022-08-05 04:00:00,325.58177,441.1329905
2022-08-05 05:00:00,312.57761,441.1329905
2022-08-05 06:00:00,286.18265,441.1329905
2022-08-05 07:00:00,303.61694,441.1329905
2022-08-05 08:00:00,327.9678,441.1329905
2022-08-05 09:00:00,376.3835,441.1329905
2022-08-05 10:00:00,393.46961,441.1329905
2022-08-05 11:00:00,414.79097,441.1329905
2022-08-05 12:00:00,428.4557,441.1329905
2022-08-05 13:00:00,420.45520999999997,441.1329905
2022-08-05 14:00:00,418.51244,441.1329905
2022-08-05 15:00:00,410.98708,441.1329905
2022-08-05 16:00:00,418.08931,441.1329905
2022-08-05 17:00:00,420.02383,441.1329905
2022-08-05 18:00:00,451.45253,441.1329905
2022-08-05 19:00:00,470.73315,441.1329905
2022-08-05 20:00:00,470.82559,441.1329905
2022-08-05 21:00:00,455.16394,441.1329905
2022-08-05 22:00:00,432.74335999999994,441.1329905
2022-08-05 23:00:00,407.6049,441.1329905
2022-08-06 00:00:00,353.30669,441.1329905
2022-08-06 01:00:00,345.36548,441.1329905
2022-08-06 02:00:00,340.09883,441.1329905
2022-08-06 03:00:00,332.80257,441.1329905
2022-08-06 04:00:00,355.58002,441.1329905
2022-08-06 05:00:00,374.02779,441.1329905
2022-08-06 06:00:00,395.94693,441.1329905
2022-08-06 07:00:00,439.90623999999997,441.1329905
2022-08-06 08:00:00,488.11292,441.1329905
2022-08-06 09:00:00,521.07607,441.1329905
2022-08-06 10:00:00,542.50934,441.1329905
2022-08-06 11:00:00,562.18238,441.1329905
2022-08-06 12:00:00,557.86347,441.1329905
2022-08-06 13:00:00,558.40998,441.1329905
2022-08-06 14:00:00,565.8529,441.1329905
2022-08-06 15:00:00,571.22243,441.1329905
2022-08-06 16:00:00,561.31681,441.1329905
2022-08-06 17:00:00,526.65278,441.1329905
2022-08-06 18:00:00,533.21868,441.1329905
2022-08-06 19:00:00,526.92465,441.1329905
2022-08-06 20:00:00,507.66005000000007,441.1329905
2022-08-06 21:00:00,477.39876,441.1329905
2022-08-06 22:00:00,439.27602,441.1329905
2022-08-06 23:00:00,402.54905999999994,441.1329905
2022-08-07 00:00:00,390.80203,441.1329905
2022-08-07 01:00:00,372.77184,441.1329905
2022-08-07 02:00:00,361.59958,441.1329905
2022-08-07 03:00:00,352.42922,441.1329905
2022-08-07 04:00:00,355.46182,441.1329905
2022-08-07 05:00:00,367.81065,441.1329905
2022-08-07 06:00:00,385.46652,441.1329905
2022-08-07 07:00:00,439.99369,441.1329905
2022-08-07 08:00:00,498.34721,441.1329905
2022-08-07 09:00:00,531.33823,441.1329905
2022-08-07 10:00:00,564.69917,441.1329905
2022-08-07 11:00:00,586.93854,441.1329905
2022-08-07 12:00:00,582.59374,441.1329905
2022-08-07 13:00:00,582.02434,441.1329905
2022-08-07 14:00:00,583.06996,441.1329905
2022-08-07 15:00:00,583.47359,441.1329905
2022-08-07 16:00:00,569.17415,441.1329905
2022-08-07 17:00:00,532.48244,441.1329905
2022-08-07 18:00:00,529.3833,441.1329905
2022-08-07 19:00:00,541.79943,441.1329905
2022-08-07 20:00:00,523.25214,441.1329905
2022-08-07 21:00:00,486.87182999999993,441.1329905
2022-08-07 22:00:00,448.68663,441.1329905
2022-08-07 23:00:00,415.85325,441.1329905
2022-08-08 00:00:00,350.63118,441.1329905
2022-08-08 01:00:00,334.24428,441.1329905
2022-08-08 02:00:00,325.93422,441.1329905
2022-08-08 03:00:00,321.6029300000001,441.1329905
2022-08-08 04:00:00,327.02571,441.1329905
2022-08-08 05:00:00,346.72201,441.1329905
2022-08-08 06:00:00,365.71653,441.1329905
2022-08-08 07:00:00,419.50916,441.1329905
2022-08-08 08:00:00,475.54006,441.1329905
2022-08-08 09:00:00,509.15359000000007,441.1329905
2022-08-08 10:00:00,541.61268,441.1329905
2022-08-08 11:00:00,569.58116,441.1329905
2022-08-08 12:00:00,567.00588,441.1329905
2022-08-08 13:00:00,549.72429,441.1329905
2022-08-08 14:00:00,577.06277,441.1329905
2022-08-08 15:00:00,583.24037,441.1329905
2022-08-08 16:00:00,571.0584,441.1329905
2022-08-08 17:00:00,520.82163,441.1329905
2022-08-08 18:00:00,523.12541,441.1329905
2022-08-08 19:00:00,539.30601,441.1329905
2022-08-08 20:00:00,514.3565,441.1329905
2022-08-08 21:00:00,479.7884,441.1329905
2022-08-08 22:00:00,438.42962,441.1329905
2022-08-08 23:00:00,400.25711,441.1329905
2022-08-09 00:00:00,400.82789,441.1329905
2022-08-09 01:00:00,384.68206,441.1329905
2022-08-09 02:00:00,373.75539,441.1329905
2022-08-09 03:00:00,354.02657,441.1329905
2022-08-09 04:00:00,358.44486,441.1329905
2022-08-09 05:00:00,378.63119000000006,441.1329905
2022-08-09 06:00:00,392.47999,441.1329905
2022-08-09 07:00:00,439.28319,441.1329905
2022-08-09 08:00:00,496.95154,441.1329905
2022-08-09 09:00:00,535.90718,441.1329905
2022-08-09 10:00:00,566.71856,441.1329905
2022-08-09 11:00:00,591.94962,441.1329905
2022-08-09 12:00:00,591.88877,441.1329905
2022-08-09 13:00:00,590.65197,441.1329905
2022-08-09 14:00:00,602.26455,441.1329905
2022-08-09 15:00:00,603.05352,441.1329905
2022-08-09 16:00:00,586.56548,441.1329905
2022-08-09 17:00:00,547.03351,441.1329905
2022-08-09 18:00:00,547.25686,441.1329905
2022-08-09 19:00:00,551.38465,441.1329905
2022-08-09 20:00:00,532.43076,441.1329905
2022-08-09 21:00:00,495.73179,441.1329905
2022-08-09 22:00:00,453.58495,441.1329905
2022-08-09 23:00:00,418.35389,441.1329905
2022-08-10 00:00:00,387.84719,441.1329905
2022-08-10 01:00:00,368.67898,441.1329905
2022-08-10 02:00:00,366.63735,441.1329905
2022-08-10 03:00:00,356.78326,441.1329905
2022-08-10 04:00:00,345.81435,441.1329905
2022-08-10 05:00:00,348.03441,441.1329905
2022-08-10 06:00:00,352.81483,441.1329905
2022-08-10 07:00:00,393.50820999999996,441.1329905
2022-08-10 08:00:00,440.08412,441.1329905
2022-08-10 09:00:00,470.20654,441.1329905
2022-08-10 10:00:00,495.79061,441.1329905
2022-08-10 11:00:00,506.61811,441.1329905
2022-08-10 12:00:00,507.84305,441.1329905
2022-08-10 13:00:00,486.42149,441.1329905
2022-08-10 14:00:00,476.30292,441.1329905
2022-08-10 15:00:00,473.98303000000004,441.1329905
2022-08-10 16:00:00,464.55844,441.1329905
2022-08-10 17:00:00,462.55214,441.1329905
2022-08-10 18:00:00,495.91578,441.1329905
2022-08-10 19:00:00,488.91148,441.1329905
2022-08-10 20:00:00,464.3471,441.1329905
2022-08-10 21:00:00,429.9959,441.1329905
2022-08-10 22:00:00,394.72829999999993,441.1329905
2022-08-10 23:00:00,364.21312,441.1329905
2022-08-11 00:00:00,458.846815,441.1329905
2022-08-11 01:00:00,458.846815,441.1329905
2022-08-11 02:00:00,458.846815,441.1329905
2022-08-11 03:00:00,458.846815,441.1329905
2022-08-11 04:00:00,458.846815,441.1329905
2022-08-11 05:00:00,458.846815,441.1329905
2022-08-11 06:00:00,458.846815,441.1329905
2022-08-11 07:00:00,458.846815,441.1329905
2022-08-11 08:00:00,458.846815,441.1329905
2022-08-11 09:00:00,458.846815,441.1329905
2022-08-11 10:00:00,458.846815,441.1329905
2022-08-11 11:00:00,458.846815,441.1329905
2022-08-11 12:00:00,458.846815,441.1329905
2022-08-11 13:00:00,458.846815,441.1329905
2022-08-11 14:00:00,458.846815,441.1329905
2022-08-11 15:00:00,458.846815,441.1329905
2022-08-11 16:00:00,458.846815,441.1329905
2022-08-11 17:00:00,458.846815,441.1329905
2022-08-11 18:00:00,458.846815,441.1329905
2022-08-11 19:00:00,458.846815,441.1329905
2022-08-11 20:00:00,458.846815,441.1329905
2022-08-11 21:00:00,458.846815,441.1329905
2022-08-11 22:00:00,458.846815,441.1329905
2022-08-11 23:00:00,458.846815,441.1329905
2022-08-12 00:00:00,458.846815,441.1329905
2022-08-12 01:00:00,458.846815,441.1329905
2022-08-12 02:00:00,458.846815,441.1329905
2022-08-12 03:00:00,458.846815,441.1329905
2022-08-12 04:00:00,458.846815,441.1329905
2022-08-12 05:00:00,458.846815,441.1329905
2022-08-12 06:00:00,458.846815,441.1329905
2022-08-12 07:00:00,458.846815,441.1329905
2022-08-12 08:00:00,458.846815,441.1329905
2022-08-12 09:00:00,458.846815,441.1329905
2022-08-12 10:00:00,458.846815,441.1329905
2022-08-12 11:00:00,458.846815,441.1329905
2022-08-12 12:00:00,458.846815,441.1329905
2022-08-12 13:00:00,458.846815,441.1329905
2022-08-12 14:00:00,458.846815,441.1329905
2022-08-12 15:00:00,458.846815,441.1329905
2022-08-12 16:00:00,458.846815,441.1329905
2022-08-12 17:00:00,458.846815,441.1329905
2022-08-12 18:00:00,458.846815,441.1329905
2022-08-12 19:00:00,458.846815,441.1329905
2022-08-12 20:00:00,458.846815,441.1329905
2022-08-12 21:00:00,458.846815,441.1329905
2022-08-12 22:00:00,458.846815,441.1329905
2022-08-12 23:00:00,458.846815,441.1329905
2022-08-13 00:00:00,400.54673,441.1329905
2022-08-13 01:00:00,385.74843,441.1329905
2022-08-13 02:00:00,368.95275,441.1329905
2022-08-13 03:00:00,363.2027,441.1329905
2022-08-13 04:00:00,363.87033,441.1329905
2022-08-13 05:00:00,369.91364,441.1329905
2022-08-13 06:00:00,369.79459,441.1329905
2022-08-13 07:00:00,415.20993000000004,441.1329905
2022-08-13 08:00:00,461.13539,441.1329905
2022-08-13 09:00:00,484.89387,441.1329905
2022-08-13 10:00:00,511.57098,441.1329905
2022-08-13 11:00:00,526.54961,441.1329905
2022-08-13 12:00:00,527.52973,441.1329905
2022-08-13 13:00:00,508.48934,441.1329905
2022-08-13 14:00:00,493.06774,441.1329905
2022-08-13 15:00:00,485.94726,441.1329905
2022-08-13 16:00:00,485.0912,441.1329905
2022-08-13 17:00:00,478.28019,441.1329905
2022-08-13 18:00:00,497.94644,441.1329905
2022-08-13 19:00:00,510.6387199999999,441.1329905
2022-08-13 20:00:00,485.93449,441.1329905
2022-08-13 21:00:00,449.08248,441.1329905
2022-08-13 22:00:00,411.37892,441.1329905
2022-08-13 23:00:00,384.91705,441.1329905
2022-08-14 00:00:00,366.98987,441.1329905
2022-08-14 01:00:00,351.71585,441.1329905
2022-08-14 02:00:00,329.72534,441.1329905
2022-08-14 03:00:00,329.94278,441.1329905
2022-08-14 04:00:00,324.36178,441.1329905
2022-08-14 05:00:00,324.18163,441.1329905
2022-08-14 06:00:00,306.88362,441.1329905
2022-08-14 07:00:00,326.03935,441.1329905
2022-08-14 08:00:00,354.2933,441.1329905
2022-08-14 09:00:00,377.00909,441.1329905
2022-08-14 10:00:00,400.99103,441.1329905
2022-08-14 11:00:00,417.18083000000007,441.1329905
2022-08-14 12:00:00,432.23054,441.1329905
2022-08-14 13:00:00,427.37046,441.1329905
2022-08-14 14:00:00,421.62855,441.1329905
2022-08-14 15:00:00,416.90254,441.1329905
2022-08-14 16:00:00,409.08153,441.1329905
2022-08-14 17:00:00,403.28242,441.1329905
2022-08-14 18:00:00,440.83752,441.1329905
2022-08-14 19:00:00,451.81359,441.1329905
2022-08-14 20:00:00,438.53179,441.1329905
2022-08-14 21:00:00,416.85248,441.1329905
2022-08-14 22:00:00,398.85843,441.1329905
2022-08-14 23:00:00,370.7939,441.1329905
2022-08-15 00:00:00,353.13106,441.1329905
2022-08-15 01:00:00,333.4666,441.1329905
2022-08-15 02:00:00,320.71236,441.1329905
2022-08-15 03:00:00,309.46815,441.1329905
2022-08-15 04:00:00,296.59505,441.1329905
2022-08-15 05:00:00,296.74233,441.1329905
2022-08-15 06:00:00,287.44064,441.1329905
2022-08-15 07:00:00,307.18204,441.1329905
2022-08-15 08:00:00,333.37970999999993,441.1329905
2022-08-15 09:00:00,357.83378,441.1329905
2022-08-15 10:00:00,381.08508,441.1329905
2022-08-15 11:00:00,404.47665,441.1329905
2022-08-15 12:00:00,422.69054,441.1329905
2022-08-15 13:00:00,421.39454000000006,441.1329905
2022-08-15 14:00:00,408.69677,441.1329905
2022-08-15 15:00:00,405.78132,441.1329905
2022-08-15 16:00:00,403.33353,441.1329905
2022-08-15 17:00:00,405.0054,441.1329905
2022-08-15 18:00:00,430.97906,441.1329905
2022-08-15 19:00:00,450.46751,441.1329905
2022-08-15 20:00:00,439.92863,441.1329905
2022-08-15 21:00:00,422.33748,441.1329905
2022-08-15 22:00:00,400.64459,441.1329905
2022-08-15 23:00:00,385.53772,441.1329905
2022-08-16 00:00:00,365.96295000000003,441.1329905
2022-08-16 01:00:00,350.5978400000001,441.1329905
2022-08-16 02:00:00,338.92135,441.1329905
2022-08-16 03:00:00,338.84167,441.1329905
2022-08-16 04:00:00,346.93969,441.1329905
2022-08-16 05:00:00,365.28879,441.1329905
2022-08-16 06:00:00,381.74457,441.1329905
2022-08-16 07:00:00,437.00986,441.1329905
2022-08-16 08:00:00,491.47769,441.1329905
2022-08-16 09:00:00,524.55603,441.1329905
2022-08-16 10:00:00,557.13502,441.1329905
2022-08-16 11:00:00,575.0309,441.1329905
2022-08-16 12:00:00,581.07683,441.1329905
2022-08-16 13:00:00,581.87494,441.1329905
2022-08-16 14:00:00,595.44393,441.1329905
2022-08-16 15:00:00,600.17127,441.1329905
2022-08-16 16:00:00,581.95882,441.1329905
2022-08-16 17:00:00,536.6843,441.1329905
2022-08-16 18:00:00,540.42603,441.1329905
2022-08-16 19:00:00,559.52085,441.1329905
2022-08-16 20:00:00,541.45097,441.1329905
2022-08-16 21:00:00,502.23789,441.1329905
2022-08-16 22:00:00,461.65934,441.1329905
2022-08-16 23:00:00,424.44623,441.1329905
2022-08-17 00:00:00,400.70978,441.1329905
2022-08-17 01:00:00,383.27556,441.1329905
2022-08-17 02:00:00,373.27701,441.1329905
2022-08-17 03:00:00,365.49936,441.1329905
2022-08-17 04:00:00,372.96607,441.1329905
2022-08-17 05:00:00,390.68755,441.1329905
2022-08-17 06:00:00,406.4167,441.1329905
2022-08-17 07:00:00,465.0816,441.1329905
2022-08-17 08:00:00,519.21242,441.1329905
2022-08-17 09:00:00,552.89476,441.1329905
2022-08-17 10:00:00,582.00855,441.1329905
2022-08-17 11:00:00,602.50563,441.1329905
2022-08-17 12:00:00,609.62537,441.1329905
2022-08-17 13:00:00,607.20582,441.1329905
2022-08-17 14:00:00,610.1384109999999,441.1329905
2022-08-17 15:00:00,610.1384109999999,441.1329905
2022-08-17 16:00:00,605.27596,441.1329905
2022-08-17 17:00:00,571.51106,441.1329905
2022-08-17 18:00:00,564.58418,441.1329905
2022-08-17 19:00:00,574.58724,441.1329905
2022-08-17 20:00:00,549.28554,441.1329905
2022-08-17 21:00:00,516.02997,441.1329905
2022-08-17 22:00:00,473.0202,441.1329905
2022-08-17 23:00:00,425.8608,441.1329905
2022-08-18 00:00:00,405.02669,441.1329905
2022-08-18 01:00:00,388.17601,441.1329905
2022-08-18 02:00:00,377.62787,441.1329905
2022-08-18 03:00:00,373.90929,441.1329905
2022-08-18 04:00:00,377.63639,441.1329905
2022-08-18 05:00:00,394.16249,441.1329905
2022-08-18 06:00:00,416.80554,441.1329905
2022-08-18 07:00:00,470.57723,441.1329905
2022-08-18 08:00:00,518.01908,441.1329905
2022-08-18 09:00:00,546.06815,441.1329905
2022-08-18 10:00:00,579.29998,441.1329905
2022-08-18 11:00:00,598.50809,441.1329905
2022-08-18 12:00:00,600.03006,441.1329905
2022-08-18 13:00:00,591.41834,441.1329905
2022-08-18 14:00:00,609.57556,441.1329905
2022-08-18 15:00:00,610.1384109999999,441.1329905
2022-08-18 16:00:00,601.15027,441.1329905
2022-08-18 17:00:00,550.85488,441.1329905
2022-08-18 18:00:00,543.67532,441.1329905
2022-08-18 19:00:00,548.15929,441.1329905
2022-08-18 20:00:00,530.97873,441.1329905
2022-08-18 21:00:00,495.74313,441.1329905
2022-08-18 22:00:00,455.66011,441.1329905
2022-08-18 23:00:00,421.42418,441.1329905
2022-08-19 00:00:00,393.42634,441.1329905
2022-08-19 01:00:00,377.09019,441.1329905
2022-08-19 02:00:00,370.34365,441.1329905
2022-08-19 03:00:00,364.36362,441.1329905
2022-08-19 04:00:00,370.28496,441.1329905
2022-08-19 05:00:00,385.94272,441.1329905
2022-08-19 06:00:00,404.65687,441.1329905
2022-08-19 07:00:00,457.04861,441.1329905
2022-08-19 08:00:00,501.13606,441.1329905
2022-08-19 09:00:00,533.09764,441.1329905
2022-08-19 10:00:00,565.10701,441.1329905
2022-08-19 11:00:00,582.45491,441.1329905
2022-08-19 12:00:00,580.73143,441.1329905
2022-08-19 13:00:00,590.59855,441.1329905
2022-08-19 14:00:00,601.28235,441.1329905
2022-08-19 15:00:00,608.31775,441.1329905
2022-08-19 16:00:00,592.37756,441.1329905
2022-08-19 17:00:00,551.75576,441.1329905
2022-08-19 18:00:00,553.8986,441.1329905
2022-08-19 19:00:00,562.82502,441.1329905
2022-08-19 20:00:00,536.70338,441.1329905
2022-08-19 21:00:00,501.68391,441.1329905
2022-08-19 22:00:00,466.56767,441.1329905
2022-08-19 23:00:00,435.60337,441.1329905
2022-08-20 00:00:00,408.51651,441.1329905
2022-08-20 01:00:00,385.28693,441.1329905
2022-08-20 02:00:00,373.25223,441.1329905
2022-08-20 03:00:00,364.66619,441.1329905
2022-08-20 04:00:00,365.61594999999994,441.1329905
2022-08-20 05:00:00,372.89291,441.1329905
2022-08-20 06:00:00,378.98593,441.1329905
2022-08-20 07:00:00,423.50063000000006,441.1329905
2022-08-20 08:00:00,469.95652,441.1329905
2022-08-20 09:00:00,502.03017,441.1329905
2022-08-20 10:00:00,527.93039,441.1329905
2022-08-20 11:00:00,541.39079,441.1329905
2022-08-20 12:00:00,539.24863,441.1329905
2022-08-20 13:00:00,518.9484,441.1329905
2022-08-20 14:00:00,503.9689399999999,441.1329905
2022-08-20 15:00:00,496.59637000000004,441.1329905
2022-08-20 16:00:00,479.23767999999995,441.1329905
2022-08-20 17:00:00,478.31573,441.1329905
2022-08-20 18:00:00,505.78256,441.1329905
2022-08-20 19:00:00,517.47926,441.1329905
2022-08-20 20:00:00,494.98233,441.1329905
2022-08-20 21:00:00,461.7189599999999,441.1329905
2022-08-20 22:00:00,418.73027,441.1329905
2022-08-20 23:00:00,393.10029,441.1329905
2022-08-21 00:00:00,364.11075,441.1329905
2022-08-21 01:00:00,346.27874,441.1329905
2022-08-21 02:00:00,330.94626,441.1329905
2022-08-21 03:00:00,320.64324,441.1329905
2022-08-21 04:00:00,320.64599,441.1329905
2022-08-21 05:00:00,319.34737,441.1329905
2022-08-21 06:00:00,307.09242,441.1329905
2022-08-21 07:00:00,320.8571400000001,441.1329905
2022-08-21 08:00:00,350.69615,441.1329905
2022-08-21 09:00:00,364.7987,441.1329905
2022-08-21 10:00:00,375.66343,441.1329905
2022-08-21 11:00:00,404.7693,441.1329905
2022-08-21 12:00:00,427.42095,441.1329905
2022-08-21 13:00:00,430.64526,441.1329905
2022-08-21 14:00:00,424.72894,441.1329905
2022-08-21 15:00:00,422.79774999999995,441.1329905
2022-08-21 16:00:00,420.83838,441.1329905
2022-08-21 17:00:00,417.90006,441.1329905
2022-08-21 18:00:00,452.82493,441.1329905
2022-08-21 19:00:00,467.16697,441.1329905
2022-08-21 20:00:00,455.39442,441.1329905
2022-08-21 21:00:00,444.95409000000006,441.1329905
2022-08-21 22:00:00,423.3150800000001,441.1329905
2022-08-21 23:00:00,392.93202,441.1329905
2022-08-22 00:00:00,365.68302,441.1329905
2022-08-22 01:00:00,355.49826,441.1329905
2022-08-22 02:00:00,345.27071,441.1329905
2022-08-22 03:00:00,337.41676000000007,441.1329905
2022-08-22 04:00:00,345.10704,441.1329905
2022-08-22 05:00:00,367.60975,441.1329905
2022-08-22 06:00:00,392.04146,441.1329905
2022-08-22 07:00:00,438.02308,441.1329905
2022-08-22 08:00:00,486.48222,441.1329905
2022-08-22 09:00:00,526.07053,441.1329905
2022-08-22 10:00:00,552.53566,441.1329905
2022-08-22 11:00:00,576.24007,441.1329905
2022-08-22 12:00:00,574.97223,441.1329905
2022-08-22 13:00:00,566.57515,441.1329905
2022-08-22 14:00:00,577.48483,441.1329905
2022-08-22 15:00:00,576.8034,441.1329905
2022-08-22 16:00:00,576.66713,441.1329905
2022-08-22 17:00:00,546.43016,441.1329905
2022-08-22 18:00:00,544.18609,441.1329905
2022-08-22 19:00:00,547.83839,441.1329905
2022-08-22 20:00:00,525.10482,441.1329905
2022-08-22 21:00:00,489.76456,441.1329905
2022-08-22 22:00:00,446.09993,441.1329905
2022-08-22 23:00:00,410.90781,441.1329905
2022-08-23 00:00:00,381.39152,441.1329905
2022-08-23 01:00:00,366.52379,441.1329905
2022-08-23 02:00:00,358.53336,441.1329905
2022-08-23 03:00:00,341.71612,441.1329905
2022-08-23 04:00:00,341.7693,441.1329905
2022-08-23 05:00:00,359.24276,441.1329905
2022-08-23 06:00:00,378.89944,441.1329905
2022-08-23 07:00:00,422.96182,441.1329905
2022-08-23 08:00:00,473.38909,441.1329905
2022-08-23 09:00:00,505.9068700000001,441.1329905
2022-08-23 10:00:00,538.46511,441.1329905
2022-08-23 11:00:00,560.6481,441.1329905
2022-08-23 12:00:00,557.81679,441.1329905
2022-08-23 13:00:00,558.93975,441.1329905
2022-08-23 14:00:00,571.7366,441.1329905
2022-08-23 15:00:00,586.57266,441.1329905
2022-08-23 16:00:00,580.47373,441.1329905
2022-08-23 17:00:00,539.9332,441.1329905
2022-08-23 18:00:00,557.95549,441.1329905
2022-08-23 19:00:00,551.95122,441.1329905
2022-08-23 20:00:00,545.23863,441.1329905
2022-08-23 21:00:00,510.79006,441.1329905
2022-08-23 22:00:00,459.78432,441.1329905
2022-08-23 23:00:00,421.40178,441.1329905
2022-08-24 00:00:00,395.90814,441.1329905
2022-08-24 01:00:00,380.33161000000007,441.1329905
2022-08-24 02:00:00,370.59153,441.1329905
2022-08-24 03:00:00,365.54098,441.1329905
2022-08-24 04:00:00,369.97101,441.1329905
2022-08-24 05:00:00,392.72249,441.1329905
2022-08-24 06:00:00,402.23777,441.1329905
2022-08-24 07:00:00,452.8344,441.1329905
2022-08-24 08:00:00,504.96687,441.1329905
2022-08-24 09:00:00,534.10387,441.1329905
2022-08-24 10:00:00,569.25517,441.1329905
2022-08-24 11:00:00,592.21156,441.1329905
2022-08-24 12:00:00,591.40241,441.1329905
2022-08-24 13:00:00,593.59828,441.1329905
2022-08-24 14:00:00,609.69919,441.1329905
2022-08-24 15:00:00,610.1384109999999,441.1329905
2022-08-24 16:00:00,605.16519,441.1329905
2022-08-24 17:00:00,566.18534,441.1329905
2022-08-24 18:00:00,570.0371,441.1329905
2022-08-24 19:00:00,574.2659,441.1329905
2022-08-24 20:00:00,551.94427,441.1329905
2022-08-24 21:00:00,512.66445,441.1329905
2022-08-24 22:00:00,461.64481,441.1329905
