UCP,Variable,FECHA,TIPO_DIA,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,Total,PO19,PO20,PO21
MC-Cali,OFI,2022-05-07,SABADO,411.85217691,391.76934503,381.28236629,373.66209463,374.4883273,378.37228341,386.36997819,417.34462701,464.17784995,498.73978329,528.85466321,544.24084462,546.99599005,535.27677719,519.65608574,512.24676077,504.2252709,493.51865951,520.17085848,529.76353561,509.02276154,474.06473912,443.1925578,413.71166346,11153.00000001,548.0,543.0,541.0
MC-Cali,OFI,2022-05-08,DOMINGO,390.27100529,368.8236268,355.9131812,344.82291211,341.98717464,338.40046984,322.45599404,336.17949252,365.02666672,390.9065784,412.9600486,433.71869862,448.99728211,447.46554289,440.11474181,435.38239168,431.8893723,430.52799193,463.56237547,482.96091859,475.75782855,463.90094965,441.03761693,408.9371393,9771.99999999,481.0,486.0,478.0
MC-Cali,OFI,2022-05-09,LUNES,376.87575882,358.1927821,348.14911812,344.41028434,350.64775111,367.98938662,387.13444439,430.21979884,485.28236946,522.30278365,552.57199241,574.86370059,582.25644872,580.24848731,583.04094207,580.68854863,565.30711665,532.23541988,539.66368433,551.48947759,532.23581097,501.81027932,461.58167811,419.80193597,11529.0,553.0,562.0,544.0
MC-Cali,OFI,2022-05-10,MARTES,389.18795684,374.38700896,365.39518869,359.46193533,362.05440406,378.87652976,398.48682212,442.03241308,490.0181308,523.28085252,555.48758603,578.93143453,580.02983567,581.41914798,588.63448399,591.29266597,581.03409627,543.52644716,545.46249174,557.98274203,539.54975409,507.91215985,468.43328501,428.12262751,11730.99999999,554.0,577.0,556.0
MC-Cali,OFI,2022-05-11,MIERCOLES,407.96166156,390.66820105,380.36108237,376.08889857,378.77272551,390.914622,411.3097743,453.28787572,504.75600929,535.82783742,565.80443,590.30527803,598.46268796,600.42393613,605.50118581,607.86455104,596.58991471,558.25753655,558.70684855,571.96657806,550.96414506,520.4444881,482.27172876,441.48800346,12079.00000001,575.0,574.0,563.0
MC-Cali,OFI,2022-05-12,JUEVES,405.21204803,384.52880802,375.36786038,369.54438681,373.30913053,386.38541919,403.76489743,449.33795177,502.16916484,535.39946901,564.54410425,590.39338056,590.68865657,588.4943604,594.26923808,596.65726213,589.01602877,553.52848126,553.91148731,563.61942029,546.69187198,515.75548414,476.34242911,436.06865913,11944.99999999,573.0,572.0,557.0
MC-Cali,OFI,2022-05-13,VIERNES,404.15499875,382.38469054,375.19926571,370.32265263,373.36398914,383.94807051,400.86926609,448.62898411,500.43132845,531.45101995,565.04061513,585.01946963,590.1638381,585.61627612,591.55691503,589.2022825,578.3996048,545.94982787,547.64326471,553.18461347,530.01345027,500.96464422,470.78689039,434.70404187,11838.99999999,566.0,560.0,539.0
MC-Cali,OFI,2022-05-14,SABADO,410.92898992,390.89117471,380.42770305,372.8245126,373.64889323,377.52414326,385.50391082,416.40912843,463.13737238,497.62183344,527.66920938,543.0209019,545.76987154,534.07692787,518.49125097,511.09853437,503.09502507,492.41241308,519.00486983,528.57604449,507.88176189,473.00209961,442.19911981,412.78430835,11128.0,546.0,542.0,540.0
MC-Cali,OFI,2022-05-15,DOMINGO,385.51842141,364.3322216,351.5789949,340.62377922,337.82257438,334.27954721,318.52923766,332.08561618,360.58149958,386.14625474,407.93116549,428.43702392,443.52955017,442.01646393,434.75517834,430.08045711,426.6299745,425.28517255,457.91727491,477.07958935,469.96421603,458.25172605,435.666815,403.95724577,9653.0,476.0,480.0,472.0
MC-Cali,OFI,2022-05-16,LUNES,383.51170114,364.49975884,354.27924831,350.474582,356.82187666,374.46885973,393.9510193,437.79501085,493.82711063,531.49937182,562.3015539,584.9857694,592.50868734,590.46537021,593.30699387,590.91318002,575.26091531,541.60689964,549.16595928,561.19997841,541.60729763,510.64604015,469.70910292,427.19371262,11731.99999998,563.0,572.0,554.0
MC-Cali,OFI,2022-05-17,MARTES,397.97960363,382.8443065,373.64936353,367.58207964,370.23311151,387.43524431,407.48852768,452.01780133,501.08750295,535.10162022,568.03589481,592.00933327,593.13254698,594.55324348,601.9315719,604.64980146,594.15949355,555.80455716,557.78433645,570.58741569,551.73803171,519.3857531,479.01506155,437.7937976,11996.00000001,566.0,590.0,569.0
MC-Cali,OFI,2022-05-18,MIERCOLES,411.67685178,394.22590467,383.82492202,379.51383266,382.22210044,394.47456971,415.05545483,457.41583882,509.35267797,540.70746836,570.9570492,595.68101945,603.91271658,605.89182528,611.01531202,613.40019973,602.02288852,563.34142834,563.79483211,577.17531418,555.98161803,525.18402727,486.66363953,445.5085085,12189.0,580.0,580.0,568.0
MC-Cali,OFI,2022-05-19,JUEVES,410.3005208,389.35754985,380.08156311,374.18496095,377.99698064,391.23747552,408.83519752,454.98053802,508.47518198,542.12277753,571.63339815,597.80727818,598.10626214,595.88441097,601.73180699,604.14981879,596.41263022,560.47944586,560.86726154,570.69710242,553.55698548,522.23211224,482.32412558,441.5446155,12094.99999998,580.0,579.0,564.0
MC-Cali,OFI,2022-05-20,VIERNES,412.31388419,390.10408754,382.77360683,377.79854705,380.90128058,391.69902826,408.96182075,457.68568883,510.53379382,542.17969583,576.44738149,596.82955944,602.07777993,597.43841397,603.49897962,601.09681291,590.07605598,556.97119866,558.69882179,564.35203662,540.71310519,511.07787591,480.29090819,443.4796366,12077.99999998,577.0,572.0,550.0
MC-Cali,OFI,2022-05-21,SABADO,414.40017298,394.19309512,383.64123685,375.97382103,376.80516534,380.71315022,388.76032415,419.9266031,467.04956802,501.82532485,532.12651578,547.60788651,550.38007714,538.5883613,522.87102969,515.41586563,507.3447494,496.57189967,523.38898717,533.04101108,512.17192056,476.99762417,445.93444667,416.27116358,11222.00000001,551.0,546.0,545.0
MC-Cali,OFI,2022-05-22,DOMINGO,387.63511843,366.33259535,353.50934678,342.49398127,339.67739634,336.11491611,320.27812916,333.90893926,362.5612799,388.26639889,410.17092016,430.78936644,445.96475851,444.44336464,437.14221081,432.44182293,428.97239537,427.62020975,460.43147936,479.6990049,472.54456446,460.76776681,438.05885284,406.17518154,9706.00000001,478.0,482.0,474.0
MC-Cali,OFI,2022-05-23,LUNES,394.3972617,374.84568619,364.33507764,360.42242004,366.94987572,385.09774911,405.1328885,450.22134383,507.84385354,546.5854007,578.26186906,601.58995122,609.32639898,607.22508452,610.14736456,607.68560493,591.58906778,556.97981966,564.75343494,577.12902655,556.98022894,525.14017,483.04128254,439.31913935,12065.0,579.0,588.0,569.0
MC-Cali,OFI,2022-05-24,MARTES,404.11716838,388.7484576,379.411712,373.25085962,375.9427752,393.41019597,413.77273722,458.98873274,508.81517785,543.35385428,576.7960349,601.13918711,602.27972281,603.72232901,611.21444459,613.97459417,603.32250675,564.37606792,566.38637899,579.38690484,560.2468293,527.39562008,486.40233951,444.54536917,12181.00000001,575.0,599.0,578.0
MC-Cali,OFI,2022-05-25,MIERCOLES,411.03513711,393.61139223,383.22662244,378.92225313,381.62629932,393.85966965,414.40847365,456.70282701,508.55870793,539.86462301,570.06705133,594.7524823,602.971348,604.9473717,610.06287204,612.44404223,601.08446577,562.46330158,562.91599858,576.2756234,555.11496361,524.3653796,485.90503676,444.81405763,12170.00000001,579.0,579.0,567.0
MC-Cali,OFI,2022-05-26,JUEVES,406.94212877,386.17058024,376.97051931,371.12218202,374.90299957,388.03511834,405.48879946,451.2564311,504.31321067,537.68539391,566.95446418,592.91410575,593.21064246,591.00697759,596.80651151,599.20473139,591.53087326,555.89180922,556.27645055,566.02583221,549.02601057,517.95753769,478.37620591,437.9304843,11995.99999998,576.0,575.0,560.0
MC-Cali,OFI,2022-05-27,VIERNES,409.75356449,387.68168262,380.39672154,375.45255508,378.53602176,389.26671934,406.42231615,454.84362668,507.3635641,538.81295654,572.8678523,593.12346431,598.33909526,593.72853808,599.75146981,597.36421969,586.41189766,553.5126095,555.22950472,560.84761513,537.3554729,507.90426764,477.30847583,440.72578888,12003.00000001,574.0,568.0,546.0
MC-Cali,OFI,2022-05-28,SAALF,411.85217691,391.76934503,381.28236629,373.66209463,374.4883273,378.37228341,386.36997819,417.34462701,464.17784995,498.73978329,528.85466321,544.24084462,546.99599005,535.27677719,519.65608574,512.24676077,504.2252709,493.51865951,520.17085848,529.76353561,509.02276154,474.06473912,443.1925578,413.71166346,11153.00000001,548.0,543.0,541.0
MC-Cali,OFI,2022-05-29,DOALF,385.23885765,364.0680213,351.32404276,340.37677141,337.57759789,334.03714,318.29825199,331.84479993,360.32001916,385.8662357,407.63534884,428.12633718,443.20791888,441.69592987,434.4399099,429.76857861,426.32059816,424.97677141,457.58521017,476.73362881,469.62341529,457.91941878,435.35088548,403.66431086,9646.00000003,475.0,480.0,471.0
MC-Cali,OFI,2022-05-30,LF,383.00234759,361.95441885,349.28442568,338.40070887,335.617786,332.09788229,316.45036664,329.91826988,358.2281758,383.62608339,405.26881561,425.6408432,440.63486855,439.13165742,431.91776238,427.27355057,423.84558743,422.50956228,454.92869226,473.96594446,466.8970094,455.26096061,432.82344928,401.32083155,9589.99999999,466.0,483.0,477.0
MC-Cali,OFI,2022-05-31,MADLF,384.03473108,364.99686045,354.76241128,350.9525562,357.30850725,374.97955711,394.48828629,438.39207189,494.50058777,532.22422606,563.06841589,585.78356792,593.31674556,591.27064177,594.11614081,591.7190623,576.04545116,542.34553844,549.91490706,561.96533808,542.34593697,511.3424548,470.34968813,427.77631571,11747.99999998,558.0,581.0,559.0
MC-Cali,OFI,2022-04-01,VIERNES,406.40808009,384.51640687,377.29092477,372.38712557,375.4454169,386.08850236,403.10403014,451.1299988,503.2211306,534.41375053,568.19060082,588.28083334,593.45388061,588.88096691,594.85472366,592.48696454,581.62406412,548.99338633,550.69626374,556.26850438,532.96816669,503.7574195,473.41143087,437.12742787,11905.00000001,569.0,564.0,542.0
MC-Cali,OFI,2022-04-02,SABADO,405.13137567,385.37626507,375.06041788,367.56449746,368.37724728,372.19782312,380.06500769,410.53419734,456.6031733,490.60110844,520.22455932,535.35966164,538.06984729,526.54187416,511.17608865,503.88767259,495.99708124,485.46518547,511.68246108,521.1186003,500.71628412,466.32872347,435.96032921,406.96051823,10971.00000002,539.0,534.0,533.0
MC-Cali,OFI,2022-04-03,DOMINGO,378.32963908,357.53849946,345.02308284,334.27214965,331.52317902,328.04621887,312.58960617,325.89319819,353.85771734,378.94576516,400.32445154,420.44793615,435.25903126,433.77415962,426.6482756,422.06072415,418.67458287,417.35485751,449.37846734,468.1834611,461.20076851,449.70668195,427.54291293,396.42463371,9473.00000002,467.0,471.0,463.0
MC-Cali,OFI,2022-04-04,LUNES,382.59639875,363.62983101,353.43371311,349.63812715,355.97027314,373.5751393,393.01080207,436.75015402,492.64852564,530.2308769,560.95954542,583.58962198,591.09458547,589.05614498,591.89098673,589.50288604,573.88797756,540.31428174,547.85530067,559.86059899,540.31467878,509.42731452,468.58807881,426.17415722,11704.0,558.0,567.0,549.0
MC-Cali,OFI,2022-04-05,MARTES,394.72835312,379.71670212,370.59687623,364.57915835,367.20853291,384.27013478,404.15959506,448.32509171,496.99392382,530.7301665,563.39538817,587.17297826,588.287016,589.69610628,597.01415826,599.71018155,589.30557304,551.26397309,553.22757878,565.92606467,547.23066867,515.14268842,475.10180079,434.21728942,11898.0,562.0,585.0,564.0
MC-Cali,OFI,2022-04-06,MIERCOLES,400.59883001,383.61747931,373.49638199,369.30130192,371.93669155,383.8594529,403.88651651,445.10700338,495.64624772,526.1572961,555.59287559,579.65153595,587.66172216,589.58757401,594.57319024,596.8939018,585.82274844,548.18218735,548.62339024,561.64381012,541.02042591,511.05158319,473.56776015,433.52009347,11861.00000001,565.0,564.0,553.0
MC-Cali,OFI,2022-04-07,JUEVES,400.93773091,380.47266488,371.40835009,365.64630454,369.37133644,382.30969187,399.50584535,444.59817932,496.87211045,529.75188985,558.58909737,584.16570656,584.45786789,582.28671792,588.00068019,590.36351453,582.80288355,547.68967099,548.06863697,557.6741673,540.92517664,510.31511654,471.31780407,431.46885578,11819.0,567.0,566.0,551.0
MC-Cali,OFI,2022-04-08,VIERNES,405.99842894,384.12882208,376.91062312,372.01176685,375.06697549,385.69933293,402.6977094,450.67526885,502.71389385,533.87507224,567.61787615,587.68785812,592.85569107,588.28738677,594.25512209,591.88974962,581.03779879,548.44001206,550.14117301,555.70779694,532.43094553,503.24964218,472.93424169,436.68681223,11893.0,568.0,563.0,541.0
MC-Cali,OFI,2022-04-09,SABADO,396.37956307,377.0512104,366.95821033,359.62421983,360.41941229,364.1574545,371.85468896,401.66567079,446.73944601,480.00294394,508.986457,523.79460469,526.44624381,515.16730264,500.13345507,493.00248634,485.28235074,474.97796926,500.62888863,509.86118454,489.89960749,456.2549009,426.54253703,398.16919175,10734.00000001,527.0,522.0,521.0
MC-Cali,OFI,2022-04-10,DOMINGO,374.01636968,353.46226617,341.08953561,330.46117191,327.7435418,324.30622186,309.02582728,322.17774739,349.823448,374.62547142,395.76042317,415.65448348,430.29671991,428.82877703,421.78413396,417.24888437,413.90134789,412.59666849,444.2551828,462.84578414,455.9427,444.57965549,422.66857169,391.90506647,9365.00000001,461.0,466.0,458.0
MC-Cali,OFI,2022-04-11,LUNES,381.41958139,362.51135238,352.34659642,348.5626852,354.87535432,372.42607017,391.80195135,435.40676667,491.13320208,528.59995486,559.23410594,581.79457529,589.27645448,587.24428398,590.07040611,587.68965091,572.12277189,538.65234445,546.17016817,558.13853973,538.65274026,507.86038156,467.14676209,424.86330028,11667.99999998,560.0,569.0,550.0
MC-Cali,OFI,2022-04-12,MARTES,394.39659286,379.39755882,370.28539793,364.27273781,366.89990244,383.94716441,403.81990806,447.94828461,496.57621166,530.2840998,562.92186708,586.67947265,587.79257407,589.20048003,596.51238135,599.2061387,588.81027503,550.80064818,552.76260351,565.45041661,546.77073366,514.70972264,474.70248847,433.8523396,11887.99999998,561.0,584.0,564.0
MC-Cali,OFI,2022-04-13,MSS,395.49888706,378.73372251,368.74147484,364.59980149,367.20164051,378.97261558,398.74471869,439.44043585,489.33627525,519.45889363,548.51973469,572.2721091,580.18031923,582.08165346,587.00379881,589.29496586,578.36475712,541.20339043,541.63897645,554.49363599,534.13280393,504.5454885,467.53886446,428.00103655,11709.99999999,557.0,557.0,546.0
MC-Cali,OFI,2022-04-14,JSS,350.33332566,331.08072598,319.49144755,309.53608115,306.99053376,303.77086793,289.45804131,301.77717033,327.67232097,350.90385855,370.70052664,389.33487764,403.04995484,401.67496339,395.07639328,390.82831967,387.69275213,386.47068617,416.12455563,433.53798382,427.07200901,416.42848243,395.90482764,367.08929451,8771.99999999,431.0,440.0,435.0
MC-Cali,OFI,2022-04-15,VSS,323.0159528,305.26458182,294.57898174,285.39988878,283.05283141,280.08422023,266.88744165,278.24598194,302.12194847,323.54199817,341.79501362,358.97634409,371.62198298,370.35420701,364.27016289,360.35333441,357.46226393,356.33548903,383.67708686,399.73269644,393.77090845,383.95731485,365.03399977,338.46536867,8088.00000001,396.0,405.0,400.0
MC-Cali,OFI,2022-04-16,SSS,347.65750113,328.55195163,317.0511914,307.17186348,304.64575883,301.4506846,287.24717848,299.47221474,325.1695798,348.22367632,367.86913867,386.36116164,399.97148391,398.60699456,392.05882393,387.84319684,384.73157858,383.51884668,412.9462217,430.22664719,423.8100591,413.24782713,392.88093076,364.28548891,8705.00000001,435.0,441.0,451.0
MC-Cali,OFI,2022-04-17,DSS,353.40852699,333.98692935,322.29592104,312.25316714,309.68527511,306.43734728,291.99888367,304.42614914,330.54860559,353.98406798,373.95450983,392.75243186,406.58789904,405.20083801,398.54434612,394.25898321,391.09589188,389.86309871,419.77726776,437.3435498,430.82081712,420.08386241,399.38005241,370.31157856,8849.00000001,436.0,440.0,432.0
MC-Cali,OFI,2022-04-18,LUNES,384.95003347,365.86678828,355.60794648,351.78901105,358.16011077,375.87327754,395.42850352,439.43692872,495.67917276,533.49272099,564.41042437,587.17971534,594.73084744,592.679867,595.53214796,593.12935629,577.41838891,543.63815634,551.22556568,563.3047175,543.63855582,512.56118043,471.47071224,428.79587111,11776.00000001,565.0,574.0,556.0
MC-Cali,OFI,2022-04-19,MARTES,395.15964145,380.13158842,371.00179801,364.97750505,367.60975252,384.68999624,404.60118816,448.81494095,497.53694962,531.31005322,564.01096558,587.81453556,588.92979052,590.34042039,597.66646823,600.36543725,589.94946046,551.86629546,553.83204664,566.54440715,547.82858417,515.70554394,475.62090681,434.69172418,11910.99999998,562.0,585.0,565.0
MC-Cali,OFI,2022-04-20,MIERCOLES,404.55044144,387.40158226,377.18064779,372.94418636,375.60557216,387.64594274,407.87055854,449.49765505,500.53543168,531.34744901,561.07338873,585.36937001,593.45857078,595.40341974,600.43821539,602.78181905,591.60145694,553.58959953,554.03515456,567.18401126,546.35719261,516.0927294,478.23915615,437.79644883,11978.00000001,570.0,569.0,558.0
MC-Cali,OFI,2022-04-21,JUEVES,403.04096632,382.46854484,373.35668055,367.56440852,371.30898115,384.31520849,401.60156939,446.93044831,499.47859753,532.53085737,561.51933885,587.23011758,587.52381153,585.34127216,591.08520867,593.46043795,585.86014548,550.56273636,550.94369031,560.59960925,543.76275689,512.99212282,473.79023861,433.73225108,11881.00000001,570.0,569.0,554.0
MC-Cali,OFI,2022-04-22,VIERNES,404.18913635,382.41698927,375.23095752,370.35393253,373.39552592,383.98050129,400.90312615,448.66687827,500.47359818,531.49590981,565.08834218,585.06888423,590.21368723,585.66574113,591.60688183,589.25205041,578.44846024,545.99594239,547.68952228,553.23133909,530.0582187,501.006959,470.82665615,434.74075984,11839.99999999,566.0,560.0,539.0
MC-Cali,OFI,2022-04-23,SABADO,404.46668104,384.74398244,374.44506034,366.9614384,367.77285475,371.58716221,379.44143918,409.86063836,455.85402945,489.79618455,519.37103256,534.48130289,537.18704196,525.67798265,510.33740761,503.06094958,495.18330424,484.66868803,510.84294925,520.2636067,499.89476438,465.56362302,435.24505385,406.29282255,10952.99999999,538.0,533.0,532.0
MC-Cali,OFI,2022-04-24,DOMINGO,385.47848373,364.2944787,351.54257316,340.58849239,337.78757774,334.24491761,318.49623971,332.05121386,360.54414523,386.10625202,407.88890597,428.3926401,443.48360284,441.97067335,434.71013999,430.03590304,426.58577788,425.24111524,457.86983709,477.03016642,469.91553021,458.20425358,435.62168221,403.91539792,9651.99999999,476.0,480.0,472.0
MC-Cali,OFI,2022-04-25,LUNES,381.38689202,362.48028353,352.31639874,348.53281182,354.84493991,372.39415159,391.76837216,435.36945035,491.09110976,528.55465147,559.18617707,581.74471288,589.22595084,587.19395451,590.01983443,587.63928327,572.0737384,538.60617952,546.12335893,558.09070475,538.6065753,507.81685565,467.10672552,424.82688759,11667.00000001,560.0,569.0,550.0
MC-Cali,OFI,2022-04-26,MARTES,391.27804645,376.39761177,367.35750196,361.39238473,363.99877602,380.91124303,400.62685024,444.40629784,492.64971739,526.09107276,558.47076887,582.04051989,583.14481986,584.54159333,591.79567847,594.46813592,584.15447373,546.44539406,548.39183595,560.97932482,542.44734462,510.63984428,470.94895264,430.42181135,11793.99999998,557.0,580.0,559.0
MC-Cali,OFI,2022-04-27,MIERCOLES,404.01005013,386.8840981,376.67681657,372.44601413,375.1038449,387.12813216,407.32573228,448.89722405,499.86682532,530.63768451,560.32391685,584.58744398,592.66583934,594.60809041,599.63616067,601.97663379,590.81120621,552.85012436,553.29508423,566.42637692,545.62737836,515.40334188,477.60033276,437.21164809,11962.0,569.0,569.0,558.0
MC-Cali,OFI,2022-04-28,JUEVES,403.21058207,382.6295029,373.51380398,367.71909432,371.46524282,384.4769437,401.77057939,447.11853451,499.6887981,532.75496765,561.75564865,587.4772475,587.77106505,585.58760718,591.33396097,593.71018984,586.10669887,550.79443518,551.17554945,560.83553198,543.991594,513.20801042,473.9896285,433.91478296,11885.99999999,570.0,569.0,555.0
MC-Cali,OFI,2022-04-29,VIERNES,406.16911692,384.29031574,377.06908214,372.16816632,375.22465941,385.86148686,402.86700971,450.86473966,502.92524249,534.09952153,567.85651143,587.93493113,593.10493671,588.53471182,594.50495608,592.13858917,581.28207601,548.67058467,550.37246081,555.94142504,532.65478768,503.46121606,473.13307052,436.87040208,11897.99999999,569.0,563.0,542.0
MC-Cali,OFI,2022-04-30,SABADO,408.27021141,388.36204417,377.96627291,370.41227636,371.23132311,375.08149963,383.00963677,413.71489252,460.14079701,494.4021379,524.25510234,539.50746688,542.23865023,530.62136184,515.13652685,507.79164235,499.83991707,489.22642334,515.6468225,525.15607008,504.59568291,469.94169781,439.33801839,410.11352562,11056.0,543.0,538.0,537.0
MC-Cali,OFI,2022-03-01,MARTES,394.86105722,379.84435945,370.72146755,364.70172656,367.3319851,384.39932292,404.29546986,448.47581455,497.16100868,530.90859319,563.5847966,587.37038051,588.48479278,589.89435677,597.21486902,599.91179868,589.50369225,551.44930305,553.41356889,566.1163239,547.41464267,515.31587474,475.26152572,434.36326934,11902.0,562.0,585.0,564.0
MC-Cali,OFI,2022-03-02,MIERCOLES,405.22593057,388.04843747,377.81043682,373.56690165,376.23273124,388.29320596,408.55159136,450.24819379,501.37118962,532.23465464,562.01022859,586.34677754,594.44948507,596.3975814,601.44078379,603.78830063,592.58927036,554.51394349,554.96024248,568.13105419,547.26946042,516.95446379,479.03768538,438.52744974,11997.99999999,571.0,570.0,559.0
MC-Cali,OFI,2022-03-03,JUEVES,401.7858097,381.27745519,372.19396721,366.41973356,370.15264479,383.11836793,400.35089537,445.53861036,497.9231133,530.87244127,559.77064636,585.40135616,585.69413549,583.51839302,589.24444167,591.61227398,584.03565046,548.84816509,549.22793267,558.85378099,542.06936222,511.39455456,472.31475348,432.38151517,11844.0,568.0,567.0,553.0
MC-Cali,OFI,2022-03-04,VIERNES,402.31156857,380.640559,373.4879083,368.63353841,371.66100279,382.19680809,399.04082278,446.58269936,498.14876305,529.02696766,562.46335411,582.35108113,587.47198514,582.94516548,588.85870797,586.51481538,575.7614108,543.45964367,545.14535642,550.66143,527.59595502,498.67964627,468.63953909,432.72127152,11785.00000001,563.0,558.0,536.0
MC-Cali,OFI,2022-03-05,SABADO,406.23920005,386.43006946,376.08601377,368.56959589,369.38456816,373.2155913,381.10428854,411.65679564,457.85174637,491.94264825,521.64710392,536.8235929,539.5411895,527.98169334,512.57389036,505.26554427,497.35337624,486.79268119,513.08164746,522.54358963,502.0854837,467.60389089,437.1524548,408.07334437,11001.0,540.0,535.0,534.0
MC-Cali,OFI,2022-03-06,DOMINGO,382.4032824,361.38827534,348.73809967,337.87140641,335.09283639,331.57843826,315.95539735,329.40223505,357.66786061,383.02604259,404.63492278,424.97508589,439.94565864,438.44479873,431.24218715,426.60523949,423.18263813,421.8487027,454.21712497,473.22460044,466.1667221,454.54887361,432.14645744,400.69311388,9575.00000002,472.0,476.0,468.0
MC-Cali,OFI,2022-03-07,LUNES,380.40621089,361.548218,351.41046817,347.63661019,353.93250756,371.43659399,390.76099656,434.24996089,489.82834013,527.19554977,557.74831084,580.24884065,587.71084168,585.68407033,588.50268392,586.128254,570.60273367,537.22123177,544.71908184,556.65565537,537.22162653,506.51107819,465.90562825,423.7345068,11636.99999999,558.0,567.0,549.0
MC-Cali,OFI,2022-03-08,MARTES,390.44864581,375.59975351,366.57880622,360.62633338,363.22719985,380.10381713,399.77763273,443.46428008,491.605437,524.975906,557.28696616,580.80675586,581.90871502,583.30252772,590.54123622,593.2080288,582.91622871,545.2870818,547.22939777,559.79020467,541.29750711,509.55742982,469.95067184,429.50943681,11769.00000002,556.0,578.0,558.0
MC-Cali,OFI,2022-03-09,MIERCOLES,397.76177565,380.90068745,370.85126808,366.68589771,369.30262342,381.14094737,401.02617865,441.95474065,492.13606436,522.43103248,551.6581482,575.54642432,583.49988212,585.41209503,590.36240296,592.66667916,581.67393208,544.2999427,544.73802098,557.66622981,537.1889011,507.43229873,470.21393738,430.44988962,11777.00000001,561.0,560.0,549.0
MC-Cali,OFI,2022-03-10,JUEVES,399.92003635,379.50691651,370.46560955,364.71818972,368.43376642,381.33928061,398.49178533,443.46966207,495.61090702,528.40722814,557.17123859,582.68292704,582.97434678,580.80870781,586.5081664,588.8650032,581.32356326,546.29947807,546.67748212,556.25863087,539.55215394,509.01979092,470.12146478,430.3736645,11789.0,566.0,565.0,550.0
MC-Cali,OFI,2022-03-11,VIERNES,392.68476651,371.53231652,364.55081962,359.8126086,362.76762962,373.05132655,389.49228548,435.89654567,486.22869931,516.36802791,549.00432434,568.41616345,573.41453076,568.99603212,574.76807109,572.48026486,561.98417552,530.45534842,532.10072422,537.4848052,514.97125758,486.74687917,457.42559339,422.36680409,11503.0,550.0,544.0,524.0
MC-Cali,OFI,2022-03-12,SABADO,394.93939138,375.68126469,365.62493567,358.31759186,359.10989514,362.83435587,370.50362385,400.20629301,445.11630101,478.25894219,507.13714902,521.89149405,524.53349893,513.2955377,498.31631283,491.21125316,483.51916725,473.25222482,498.80994633,508.0086984,488.11964804,454.59718326,424.99277376,396.72251777,10694.99999999,525.0,521.0,519.0
MC-Cali,OFI,2022-03-13,DOMINGO,374.25599576,353.68872357,341.30806601,330.67289289,327.95352165,324.51399947,309.22381499,322.38416132,350.04757408,374.86548774,396.0139803,415.92078641,430.57240388,429.10352051,422.05436405,417.5162088,414.16652761,412.86101232,444.53980972,463.14232175,456.23481492,444.86449029,422.93936842,392.15615354,9371.0,462.0,466.0,458.0
MC-Cali,OFI,2022-03-14,LUNES,376.35272888,357.69568049,347.66595515,343.93231014,350.16112053,367.47868923,386.5971774,429.6227378,484.60889232,521.57792941,551.80513042,574.06590207,581.4483905,579.44321576,582.23179513,579.88266635,564.5225808,531.49678108,538.91473655,550.72411792,531.49717163,501.11386467,460.9410929,419.21933289,11513.00000002,552.0,561.0,543.0
MC-Cali,OFI,2022-03-15,MARTES,388.78984453,374.004037,365.02141474,359.09423068,361.6840475,378.48896532,398.07919772,441.58024456,489.51687622,522.74557247,554.91936073,578.33922779,579.43650534,580.82439649,588.03235171,590.68781455,580.43973865,542.97045727,544.90452141,557.41196436,538.99783208,507.39260091,467.95411023,427.68468774,11719.0,553.0,576.0,556.0
MC-Cali,OFI,2022-03-16,MIERCOLES,402.22000393,385.1699318,375.00787565,370.79581861,373.44187334,385.41288463,405.52099529,446.90829637,497.65206678,528.2865896,557.84129124,581.99731403,590.03991646,591.973562,596.9793544,599.3094576,588.19350065,550.40061286,550.84360124,563.91671315,543.20986866,513.11974574,475.4842303,435.27449567,11909.0,567.0,566.0,555.0
MC-Cali,OFI,2022-03-17,JUEVES,401.54834764,381.0521139,371.97399442,366.20317344,369.93387845,382.89193863,400.11428136,445.27528967,497.6288325,530.55868687,559.43981264,585.05537427,585.34798056,583.17352399,588.89618846,591.26262133,583.69047573,548.52378674,548.90332987,558.52348916,541.74899026,511.09231191,472.03560765,432.12597054,11836.99999999,568.0,567.0,552.0
MC-Cali,OFI,2022-03-18,VIERNES,402.65294453,380.96354632,373.80482634,368.94633734,371.97637063,382.52111594,399.37942339,446.96164098,498.57146035,529.47586623,562.94062467,582.84522715,587.97047643,583.4398156,589.35837594,587.01249448,576.24996525,543.92078889,545.60793203,551.1286862,528.04363933,499.10279404,469.03719673,433.08845121,11795.0,564.0,558.0,537.0
MC-Cali,OFI,2022-03-19,SAALF,400.18309344,380.66927213,370.47942289,363.07505779,363.87788066,367.65179192,375.42288655,405.51992495,451.02621356,484.60889729,513.87052678,528.82076868,531.49785207,520.11068182,504.9325743,497.7331791,489.93896358,479.53570457,505.43276189,514.75364793,494.60052603,460.63297569,430.63550156,401.98989482,10837.0,532.0,528.0,526.0
