UCP,Variable,FECHA,TIPO_DIA,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,Total,PO19,PO20,PO21
MC-Cali,OFI,2021-04-08,JUEVES,384.12970457,372.85231911,361.47513379,350.19774833,361.47513379,372.85231911,384.12970457,429.33904626,474.44858808,508.38054431,530.93531522,553.58988601,553.58988601,553.58988601,553.58988601,553.58988601,553.58988601,519.65792977,530.93531522,542.31250055,519.65792977,485.8257734,451.89381717,417.96186093,11320.00000001,549.0,551.0,530.0
MC-Cali,OFI,2021-04-09,VIERNES,383.89659968,361.29679985,361.29679985,349.99689994,349.99689994,361.29679985,383.89659968,428.99620021,474.19579986,496.79559968,541.89520022,553.19510013,564.49500004,564.49500004,564.49500004,564.49500004,553.19510013,519.2954004,519.2954004,530.59530031,508.0954996,485.49569977,451.59600004,417.6963003,11290.0,536.0,538.0,517.0
MC-Cali,OFI,2021-04-10,SABADO,387.06746135,366.12593936,355.70527771,355.70527771,355.70527771,355.70527771,355.70527771,387.06746135,418.42964499,449.79182863,481.15401227,502.09553425,512.61639458,491.67487259,481.15401227,481.15401227,470.73335061,460.31268895,491.67487259,512.61639458,481.15401227,460.31268895,428.85030664,397.488123,10440.00000005,518.0,525.0,512.0
MC-Cali,OFI,2021-04-11,DOMINGO,369.17237561,341.44440705,332.23511785,323.02582866,323.02582866,323.02582866,304.60725026,313.81653946,341.44440705,369.17237561,387.590954,406.10963336,424.52821175,424.52821175,415.31892256,415.31892256,406.10963336,406.10963336,433.73750095,461.46546951,452.25618031,443.04689112,415.31892256,387.590954,9220.00000002,450.0,464.0,454.0
MC-Cali,OFI,2021-04-12,LUNES,382.07840589,364.65202512,358.94338315,347.32579597,358.94338315,370.46081871,393.59584146,439.96603855,492.04487763,520.98869396,538.31492311,567.25873944,573.06753303,567.25873944,573.06753303,573.06753303,567.25873944,544.1237167,544.1237167,555.74130388,544.1237167,503.6624648,463.1010613,416.83101581,11560.0,558.0,566.0,556.0
MC-Cali,OFI,2021-04-13,MARTES,380.5685239,369.11461648,357.56110987,357.56110987,357.56110987,369.11461648,392.12203052,426.78255036,484.45048423,519.01140488,542.11841811,565.12583214,576.67933876,576.67933876,576.67933876,588.23284537,576.67933876,542.11841811,542.11841811,553.57232553,530.5649115,507.45789827,461.34347101,426.78255036,11580.00000001,550.0,572.0,547.0
MC-Cali,OFI,2021-04-14,MIERCOLES,392.78802283,369.66518051,358.0537099,358.0537099,358.0537099,381.17655223,392.78802283,427.42223687,485.17929324,508.30213556,554.44772132,566.05919192,554.44772132,554.44772132,566.05919192,577.57056364,566.05919192,542.9363496,542.9363496,554.44772132,542.9363496,508.30213556,462.05645091,415.81076627,11539.99999999,559.0,557.0,555.0
MC-Cali,OFI,2021-04-15,JUEVES,394.30934529,382.73255864,371.0559721,359.47918545,371.0559721,382.73255864,394.30934529,440.71629177,487.02343837,521.85359821,545.00717151,568.26054469,568.26054469,568.26054469,568.26054469,568.26054469,568.26054469,533.43038486,545.00717151,556.68375804,533.43038486,498.70002491,463.86986507,429.03970524,11620.0,564.0,565.0,544.0
MC-Cali,OFI,2021-04-16,VIERNES,395.80340037,372.5032002,372.5032002,360.80309968,360.80309968,384.10329986,395.80340037,442.30379986,500.50429987,523.80450004,547.10470021,570.40490039,582.00500004,582.00500004,582.00500004,570.40490039,558.70479987,535.4045997,535.4045997,558.70479987,523.80450004,500.50429987,465.60400003,419.00359969,11640.00000001,553.0,566.0,533.0
MC-Cali,OFI,2021-04-17,SABADO,401.10071862,379.45751222,368.63590902,368.63590902,368.63590902,368.63590902,368.63590902,401.10071862,433.66572826,466.23073789,498.69554749,520.43895392,531.26055712,509.51715069,498.69554749,498.69554749,487.87394429,477.05234109,509.51715069,531.26055712,498.69554749,477.05234109,444.48733146,412.02252186,10820.0,536.0,544.0,530.0
MC-Cali,OFI,2021-04-18,DOMINGO,348.11315828,321.98665313,313.33787901,304.59901349,304.59901349,304.59901349,287.21137386,295.86014798,321.98665313,348.11315828,365.50079791,382.88843755,400.36616858,400.36616858,391.62730306,391.62730306,382.88843755,382.88843755,409.0149427,435.14144785,426.40258233,417.75380821,391.62730306,365.50079791,8694.00000004,424.8,437.4,428.4
MC-Cali,OFI,2021-04-19,LUNES,385.9981170831,368.3890790825,356.6830708661,350.880092434,362.5861006504,374.2921088668,391.8010955152,444.4281068127,491.2521396781,526.3701643272,543.8791509756,573.0941458404,584.8001540568,578.9971756247,590.6031324888,590.6031324888,573.0941458404,549.6821294077,549.6821294077,561.3881376241,543.8791509756,508.7611263266,467.8401232454,421.01609038,11689.9999999987,563.0,572.0,556.0
MC-Cali,OFI,2021-04-20,MARTES,386.5550944355,374.8020665706,363.1486406369,363.1486406369,363.1486406369,374.8020665706,398.2085203692,433.3680020326,491.9339374947,527.0934191581,550.4998729567,573.9063267553,585.6593546201,585.6593546201,585.6593546201,597.4123824849,585.6593546201,550.4998729567,550.4998729567,562.2529008215,538.8464470229,515.3403912933,468.5274836961,433.3680020326,11759.9999999991,559.0,581.0,556.0
MC-Cali,OFI,2021-04-21,MIERCOLES,401.79478397,378.17157295,366.35996744,366.35996744,366.35996744,389.98317846,401.79478397,437.22960049,496.38772638,520.01093739,567.25735942,579.06896493,567.25735942,567.25735942,579.06896493,590.88057044,579.06896493,555.44575392,555.44575392,567.25735942,555.44575392,520.01093739,472.66441701,425.41799498,11805.99999998,572.0,570.0,568.0
MC-Cali,OFI,2021-04-22,JUEVES,401.18703553,389.32879975,377.57021302,365.71197724,377.57021302,389.32879975,401.18703553,442.44173814,495.55467652,525.0507924,554.54690827,578.16373078,584.04302415,578.16373078,584.04302415,584.04302415,578.16373078,542.6886725,554.54690827,566.305495,548.6676149,513.19255662,471.93785401,436.56244477,11840.00000003,574.0,575.0,559.0
MC-Cali,OFI,2021-04-23,VIERNES,401.49660037,377.8968002,377.8968002,366.09690011,366.09690011,389.69670028,401.49660037,448.79619986,507.79570029,531.49549961,555.09529979,578.69509996,590.49500004,590.49500004,590.49500004,578.69509996,566.89519987,543.2953997,543.2953997,566.89519987,531.49549961,507.79570029,472.39600003,425.19639969,11809.99999999,561.0,574.0,540.0
MC-Cali,OFI,2021-04-24,SABADO,398.90448209,377.3610348,366.53921012,366.53921012,366.53921012,366.53921012,366.53921012,398.90448209,431.26975406,463.63502603,496.000298,517.54374529,528.26536789,506.7219206,496.000298,496.000298,485.17847332,474.35664863,506.7219206,528.26536789,496.000298,474.35664863,442.09157874,409.72630677,10760.00000003,533.0,541.0,528.0
MC-Cali,OFI,2021-04-25,DOMINGO,373.96836284,345.94075535,336.53148712,327.22231749,327.22231749,327.22231749,308.50387962,317.91314785,345.94075535,373.96836284,392.6868007,411.40523856,430.02357783,430.02357783,420.7144082,420.7144082,411.40523856,411.40523856,439.43284606,467.46045355,458.15128392,448.74201569,420.7144082,392.6868007,9340.0,456.0,470.0,460.0
MC-Cali,OFI,2021-04-26,LUNES,384.99480869,367.48594915,355.78002591,349.97708961,361.68301285,373.28888546,390.797745,443.32432363,489.94791533,524.96563441,542.47449395,571.58922611,583.29514935,577.49221304,589.09808565,589.09808565,571.58922611,548.27743026,548.27743026,559.9833535,542.47449395,507.45677487,466.63611948,420.01252778,11660.0,562.0,571.0,554.0
MC-Cali,OFI,2021-04-27,MARTES,391.84183699,379.88936611,368.03649916,368.03649916,368.03649916,379.88936611,403.69470395,439.25330481,498.61724351,534.2754483,557.98118221,581.78652005,593.639387,593.639387,593.639387,605.49225396,593.639387,557.98118221,557.98118221,569.93365309,546.12831526,522.42258135,474.9115096,439.25330481,11920.00000001,566.0,589.0,563.0
MC-Cali,OFI,2021-04-28,MIERCOLES,405.00500501,381.18118118,369.26926927,369.26926927,369.26926927,393.09309309,405.00500501,440.74074074,500.3003003,524.12412412,571.77177177,583.68368368,571.77177177,571.77177177,583.68368368,595.5955956,583.68368368,559.85985986,559.85985986,571.77177177,559.85985986,524.12412412,476.47647648,428.82882883,11899.99999999,576.0,574.0,572.0
MC-Cali,OFI,2021-04-29,JUEVES,390.34126002,378.88115155,367.32138995,355.86128148,367.32138995,378.88115155,390.34126002,430.50146625,482.12178095,510.8218787,539.52197645,562.54184652,568.2220742,562.54184652,568.2220742,568.2220742,562.54184652,528.06186798,539.52197645,551.08173805,533.84174877,499.36177023,459.201564,424.72158545,11519.99999996,558.0,560.0,544.0
MC-Cali,OFI,2021-04-30,VIERNES,386.19660038,363.4968002,363.4968002,352.19689968,352.19689968,374.89669985,386.19660038,431.69619986,488.49569986,511.19550004,533.89530022,556.5951004,567.99500004,567.99500004,567.99500004,556.5951004,545.29519987,522.59539969,522.59539969,545.29519987,511.19550004,488.49569986,454.39600004,408.99639968,11360.00000001,540.0,552.0,520.0
MC-Cali,OFI,2021-03-01,LUNES,377.2552159948,360.0981834324,348.626911661,348.626911661,354.4124226413,354.4124226413,371.5694552038,417.2550419107,480.0976611801,508.7259655139,543.0400306388,571.5685847833,571.5685847833,565.8828239922,571.5685847833,571.5685847833,560.0973130119,537.2545196584,565.8828239922,560.0973130119,537.2545196584,502.9404545335,457.2548678266,422.9408027017,11459.9999999991,580.0,571.0,549.0
MC-Cali,OFI,2021-03-02,MARTES,385.2440335411,373.5213932487,361.8989464631,355.9875295635,361.8989464631,373.5213932487,385.2440335411,431.9342076972,484.4356052461,513.591915717,548.6596430875,572.0047301655,572.0047301655,572.0047301655,572.0047301655,572.0047301655,560.2820898731,536.937002795,572.0047301655,572.0047301655,548.6596430875,525.3145560094,466.9017415609,431.9342076972,11649.9999999987,581.0,591.0,566.0
MC-Cali,OFI,2021-03-03,MIERCOLES,387.7109702849,375.9227985524,364.2345265804,352.446354848,352.446354848,375.9227985524,387.7109702849,446.4520294262,493.4049168351,528.669532272,563.9341477089,587.4105914133,587.4105914133,575.6224196809,587.4105914133,587.4105914133,575.6224196809,540.4577040044,575.6224196809,563.9341477089,540.4577040044,505.1930885675,469.9284731307,434.6638576938,11759.9999999988,592.0,566.0,552.0
MC-Cali,OFI,2021-03-04,JUEVES,399.0754516471,375.6004250797,363.9128586609,363.9128586609,363.9128586609,375.6004250797,387.3878852284,446.0255047821,504.7630180658,528.2380446333,551.7130712008,586.875664187,586.875664187,575.1880977683,586.875664187,575.1880977683,575.1880977683,551.7130712008,575.1880977683,551.7130712008,539.925611052,504.7630180658,457.8129649309,422.5504782146,11749.9999999987,595.0,560.0,550.0
MC-Cali,OFI,2021-03-05,VIERNES,397.7025588623,374.2495848767,368.4611912973,362.5729978285,368.4611912973,380.1377783454,391.8143653936,438.6205134755,491.2150551368,526.3446161706,561.4741772044,578.9391578319,578.9391578319,573.1507642525,573.1507642525,573.1507642525,573.1507642525,543.9093966875,567.2625707838,561.4741772044,538.0212032188,502.9914420743,467.8618810405,426.9439264273,11719.9999999988,586.0,569.0,547.0
MC-Cali,OFI,2021-03-06,SABADO,389.1963996632,367.4966004014,362.0966503547,351.2967502613,345.8968002146,356.696700308,362.0966503547,389.1963996632,437.7959500837,475.5956004107,502.6953497192,529.6950999528,535.0950499995,513.4952498126,491.8954496258,486.495499579,486.495499579,491.8954496258,535.0950499995,540.4950000462,518.8951998593,480.9955504574,443.1959001304,416.1961498968,10809.9999999988,563.0,554.0,552.0
MC-Cali,OFI,2021-03-07,DOMINGO,367.803587614,348.9597605446,330.1159334752,320.6441685461,320.6441685461,320.6441685461,301.8003414767,320.6441685461,348.9597605446,377.2753525431,405.5909445416,424.434771611,433.9065365401,443.2785986804,433.9065365401,424.434771611,414.9630066819,424.434771611,471.5941906789,481.065955608,471.5941906789,452.7503636095,424.434771611,396.1191796125,9459.9999999985,490.0,484.0,473.0
MC-Cali,OFI,2021-03-08,LUNES,378.4967001159,355.5968997654,344.0970000261,344.0970000261,344.0970000261,366.9968003766,378.4967001159,424.396299945,481.6958003853,516.1954996033,550.5951996931,573.4950000435,579.1949503491,584.9948997829,573.4950000435,573.4950000435,561.9951003042,527.5954002144,539.0952999537,550.5951996931,533.3953496482,504.6955998639,458.7960000348,424.396299945,11469.9999999986,553.0,561.0,545.0
MC-Cali,OFI,2021-03-09,MARTES,387.6227784561,375.846391263,364.1698039614,364.1698039614,364.1698039614,375.846391263,387.6227784561,434.6285273368,493.3108635191,516.8636379053,552.092999593,575.5459740876,587.3223612806,587.3223612806,587.3223612806,599.0987484737,587.3223612806,540.3166123999,563.869386786,563.869386786,540.3166123999,516.8636379053,469.8578890245,434.6285273368,11769.9999999987,572.0,583.0,557.0
MC-Cali,OFI,2021-03-10,MIERCOLES,400.493200455,376.9935994295,365.1937997657,365.1937997657,365.1937997657,376.9935994295,400.493200455,435.8925994465,494.7915994635,530.0910001527,553.6905994804,577.1902005059,588.9900001697,588.9900001697,588.9900001697,588.9900001697,577.1902005059,541.8907998166,541.8907998166,565.390400842,541.8907998166,506.4914008251,471.1920001358,435.8925994465,11779.999999999,558.0,568.0,554.0
MC-Cali,OFI,2021-03-11,JUEVES,401.2,389.4,365.8,365.8,365.8,377.6,401.2,436.6,495.6,531.0,554.6,590.0,590.0,590.0,590.0,590.0,578.2,542.8,542.8,554.6,542.8,507.4,472.0,424.8,11800.0,562.0,563.0,553.0
MC-Cali,OFI,2021-03-12,VIERNES,397.4965996869,374.0967998562,374.0967998562,362.3968999409,362.3968999409,374.0967998562,397.4965996869,444.1962002035,490.9957998648,514.3955996954,561.0952002121,572.7951001274,584.4950000427,584.4950000427,584.4950000427,584.4950000427,572.7951001274,537.6954003815,537.6954003815,549.3953002968,526.0954996107,502.6956997801,467.5960000342,432.4963002882,11689.9999999986,556.0,557.0,535.0
MC-Cali,OFI,2021-03-13,SABADO,400.7971451082,379.1540992723,368.2323770681,368.2323770681,368.2323770681,368.2323770681,368.2323770681,400.7971451082,433.2617138619,465.7262826157,498.2910506557,519.9340964916,530.7556194095,509.1125735737,498.2910506557,498.2910506557,487.4695277378,476.5478055336,509.1125735737,530.7556194095,498.2910506557,476.5478055336,444.0832367799,411.6186680261,10809.9999999986,536.0,544.0,530.0
MC-Cali,OFI,2021-03-14,DOMINGO,368.9474743409,350.029657561,340.5207020368,331.1118407812,331.1118407812,331.1118407812,312.1940240014,321.602885257,350.029657561,378.3563355964,397.2741523763,416.1919691561,435.1097859359,435.1097859359,425.7009246803,425.7009246803,416.1919691561,416.1919691561,444.6187414602,472.9454194956,472.9454194956,454.0276027157,425.7009246803,397.2741523763,9449.9999999988,462.0,476.0,475.0
MC-Cali,OFI,2021-03-15,LUNES,349.09670041,327.99689984,317.39700003,317.39700003,317.39700003,338.59679965,349.09670041,391.49629966,444.39579966,476.09550004,507.79520042,528.99500005,534.29494995,539.59489986,528.99500005,528.99500005,518.39510024,486.69539985,497.29529967,507.79520042,491.99534976,465.49560023,423.19600004,391.49629966,10580.00000001,510.0,517.0,503.0
MC-Cali,OFI,2021-03-16,MARTES,370.85565384,359.57828869,348.40072324,348.40072324,348.40072324,359.57828869,370.85565384,415.76551504,471.95274139,494.40767199,528.13996774,550.59489834,561.87226349,561.87226349,561.87226349,573.14962863,561.87226349,516.96240228,539.41733288,539.41733288,516.96240228,494.40767199,449.49781079,415.76551504,11260.00000001,548.0,557.0,533.0
MC-Cali,OFI,2021-03-17,MIERCOLES,385.6,362.9,351.5,351.5,351.5,362.9,385.6,419.6,476.3,510.3,533.0,555.7,567.0,567.0,567.0,567.0,555.7,521.6,521.6,544.3,521.6,487.6,453.6,419.6,11340.0,537.0,547.0,533.0
MC-Cali,OFI,2021-03-18,JUEVES,386.89320047,375.49340082,352.79379976,352.79379976,352.79379976,364.19359941,386.89320047,421.09259943,477.99159944,512.09100016,534.89059946,568.99000018,568.99000018,568.99000018,568.99000018,568.99000018,557.59020052,523.49079981,523.49079981,534.89059946,523.49079981,489.29140085,455.19200014,409.69279978,11380.00000002,542.0,543.0,534.0
MC-Cali,OFI,2021-03-19,VIERNES,387.9,365.1,365.1,353.7,353.7,365.1,387.9,433.6,479.2,502.0,547.7,559.1,570.5,570.5,570.5,570.5,559.1,524.9,524.9,536.3,513.5,490.6,456.4,422.2,11410.0,542.0,543.0,522.0
MC-Cali,OFI,2021-03-20,SAALF,386.27105931,365.42945611,355.00865451,355.00865451,355.00865451,355.00865451,355.00865451,386.27105931,417.63366413,448.99626894,480.25867374,501.20047696,511.62127856,490.67947534,480.25867374,480.25867374,469.83787214,459.41707054,490.67947534,511.62127856,480.25867374,459.41707054,428.05446573,396.79206093,10419.99999995,517.0,524.0,511.0
MC-Cali,OFI,2021-03-21,DOALF,345.85131624,328.13331827,319.32437013,310.4153203,310.4153203,310.4153203,292.69732234,301.50627048,328.13331827,354.76036606,372.47836403,390.19636199,408.01446164,408.01446164,399.10541182,399.10541182,390.19636199,390.19636199,416.82340978,443.45045758,443.45045758,425.73245961,399.10541182,372.47836403,8860.00000001,433.0,446.0,445.0
MC-Cali,OFI,2021-03-22,LF,334.443461,316.990201,306.386005,301.718982,303.243311,303.7677865,290.456225,311.1202525,339.9657325,365.7126815,392.2293815,412.7151975,429.8336065,432.6785115,424.381174,417.5772255,412.6647935,413.259969,454.987235,468.8241475,459.265622,438.340682,409.25169,379.615818,9119.4296915,466.0,478.0,469.0
MC-Cali,OFI,2021-03-23,MADLF,365.8689207883,354.7910565746,343.7131923608,343.7131923608,343.7131923608,354.7910565746,365.8689207883,410.2801782217,465.6694992903,487.8252277177,521.1586209374,543.3143493649,554.3922135786,554.3922135786,554.3922135786,565.4700777923,554.3922135786,510.0807567237,532.2364851511,532.2364851511,510.0807567237,487.8252277177,443.5137708629,410.2801782217,11109.9999999988,540.0,550.0,526.0
MC-Cali,OFI,2021-03-24,MIERCOLES,379.4,357.1,346.0,346.0,346.0,357.1,379.4,412.9,468.7,502.2,524.5,546.8,558.0,558.0,558.0,558.0,546.8,513.4,513.4,535.7,513.4,479.9,446.4,412.9,11160.0,528.0,538.0,525.0
MC-Cali,OFI,2021-03-25,JUEVES,382.7966003854,371.5966998516,349.0968996722,349.0968996722,349.0968996722,360.296800206,382.7966003854,416.5963002104,472.8958002149,506.6955000399,529.1953002193,562.9950000444,562.9950000444,562.9950000444,562.9950000444,562.9950000444,551.6951003987,517.9953996856,517.9953996856,529.1953002193,517.9953996856,484.1956998605,450.3960000355,405.3963996767,11259.999999999,536.0,537.0,528.0
MC-Cali,OFI,2021-03-26,VIERNES,383.4966002074,360.9967996737,360.9967996737,349.6968998501,349.6968998501,360.9967996737,383.4966002074,428.5962003882,473.7957996826,496.2956002163,541.3952003971,552.6951002207,563.9950000443,563.9950000443,563.9950000443,563.9950000443,552.6951002207,518.8953998634,518.8953998634,530.195299687,507.5955000398,484.9957003927,451.1960000354,417.3962996781,11279.9999999987,536.0,537.0,516.0
MC-Cali,OFI,2021-03-27,SABADO,387.0674613457,366.1259393625,355.7052777057,355.7052777057,355.7052777057,355.7052777057,355.7052777057,387.0674613457,418.4296449857,449.7918286257,481.1540122656,502.0955342489,512.6163945754,491.6748725922,481.1540122656,481.1540122656,470.7333506089,460.3126889522,491.6748725922,512.6163945754,481.1540122656,460.3126889522,428.8503066424,397.4881230025,10439.9999999985,518.0,525.0,512.0
MC-Cali,OFI,2021-03-28,DOMINGO,353.6591240553,335.5407256817,326.5315773191,317.422327308,317.422327308,317.422327308,299.3039289344,308.313077297,335.5407256817,362.7683740663,380.88677244,399.0051708136,417.2236708357,417.2236708357,408.1144208246,408.1144208246,399.0051708136,399.0051708136,426.2328191983,453.4604675829,453.4604675829,435.3420692093,408.1144208246,380.88677244,9059.9999999989,443.0,456.0,455.0
MC-Cali,OFI,2021-03-29,LUNES,358.756774693,337.0351731003,326.1243225306,326.1243225306,337.0351731003,347.8459241234,369.5675257161,413.1108284481,467.4648822032,489.186483796,521.8189359584,532.6296869815,543.5405375511,532.6296869815,543.5405375511,543.5405375511,532.6296869815,510.9080853887,510.9080853887,521.8189359584,500.0973343656,467.4648822032,434.8324300409,391.3892268554,10859.9999999987,524.0,532.0,511.0
MC-Cali,OFI,2021-03-30,MARTES,366.8688968124,355.7909731056,344.6132482843,344.6132482843,344.6132482843,355.7909731056,366.8688968124,411.3801938685,466.9694146315,489.2250631595,522.5586353944,544.8142839225,555.8922076293,555.8922076293,555.8922076293,566.9701313361,555.8922076293,511.3809105731,533.6365591012,533.6365591012,511.3809105731,489.2250631595,444.7137661034,411.3801938685,11139.9999999986,542.0,551.0,527.0
MC-Cali,OFI,2021-03-31,MSS,374.7068004863,352.6063993901,341.6061997495,341.6061997495,341.6061997495,352.6063993901,374.7068004863,407.7073994083,462.8083994264,495.9090001633,517.9093994446,540.0098005408,551.0100001814,551.0100001814,551.0100001814,551.0100001814,540.0098005408,506.9091998039,506.9091998039,529.0096009001,506.9091998039,473.908600882,440.8080001451,407.7073994083,11019.9999999983,522.0,531.0,518.0
MC-Cali,OFI,2021-02-01,LUNES,380.2354201031,362.8794486713,351.4085480124,351.4085480124,357.1938718229,357.1938718229,374.4500962925,420.5331928527,483.8725138825,512.6993859732,547.2118349123,576.038707003,576.038707003,570.2533831924,576.038707003,576.038707003,564.567806344,541.5262580639,570.2533831924,564.567806344,541.5262580639,506.9140621626,460.8309656024,426.3185166633,11549.9999999991,585.0,575.0,553.0
MC-Cali,OFI,2021-02-02,MARTES,383.8637599357,372.2406338192,360.6175077026,354.8059446443,360.6175077026,372.2406338192,383.8637599357,430.4564637651,482.7605312896,511.818346581,546.7879242938,570.0341765269,570.0341765269,570.0341765269,570.0341765269,570.0341765269,558.4110504103,535.1647981772,570.0341765269,570.0341765269,546.7879242938,523.5416720606,465.3258421148,430.4564637651,11609.9999999989,579.0,589.0,564.0
MC-Cali,OFI,2021-02-03,MIERCOLES,383.1142481322,371.4260168333,359.8376849471,348.249353061,348.249353061,371.4260168333,383.1142481322,441.1558069757,487.5091345203,522.3740295915,557.2389246627,580.415588435,580.415588435,568.8272565489,580.415588435,580.415588435,568.8272565489,533.9623614776,568.8272565489,557.2389246627,533.9623614776,499.1973658192,464.332470748,429.4675756768,11619.9999999989,585.0,560.0,546.0
MC-Cali,OFI,2021-02-04,JUEVES,394.7059733828,371.4292100828,359.8407785687,359.8407785687,359.8407785687,371.4292100828,383.1175418687,441.1595997111,499.2016575535,522.3785205818,545.5553836101,580.4205784242,580.4205784242,568.8321469101,580.4205784242,568.8321469101,568.8321469101,545.5553836101,568.8321469101,545.5553836101,533.966952096,499.2016575535,452.7480312252,417.8828364111,11619.9999999987,589.0,554.0,544.0
MC-Cali,OFI,2021-02-05,VIERNES,396.7025227301,373.3494685619,367.4613053314,361.6729414777,367.4613053314,379.1378324155,390.8143594997,437.5204678362,490.0149400264,525.0445212788,559.9743031544,577.538993469,577.538993469,571.6508302386,571.6508302386,571.6508302386,571.6508302386,542.5094122166,565.8624663849,559.9743031544,536.6212489862,501.6914671105,466.6618858581,425.8439407521,11689.9999999987,585.0,567.0,546.0
MC-Cali,OFI,2021-02-06,SABADO,390.2035996642,368.6034004003,363.1033496618,352.3032500299,346.903200214,357.7032998459,363.1033496618,390.2035996642,439.0040498528,477.0044004095,504.1046504119,531.2049004142,536.6049502301,514.9047500438,493.2045498574,487.8045000415,487.8045000415,493.2045498574,536.6049502301,542.0050000461,520.3047998597,482.4044502255,444.4040996688,417.3038496665,10839.9999999989,565.0,555.0,553.0
MC-Cali,OFI,2021-02-07,DOMINGO,359.3150551904,340.8707474185,322.4264396465,313.2541352409,313.2541352409,313.2541352409,294.809827469,313.2541352409,340.8707474185,368.487359596,396.1039717735,414.5482795455,423.720583951,432.9925873175,423.720583951,414.5482795455,405.3759751399,414.5482795455,460.609199495,469.7815039005,460.609199495,442.164891723,414.5482795455,386.931667368,9239.9999999989,478.0,473.0,462.0
MC-Cali,OFI,2021-02-08,LUNES,382.1454592318,364.7888134719,353.2177162986,353.2177162986,359.0032648852,359.0032648852,376.3599106452,422.7440501761,486.3850846292,515.3128275625,550.12586992,579.0536128533,579.0536128533,573.2680642666,579.0536128533,579.0536128533,567.48251568,544.3403213334,573.2680642666,567.48251568,544.3403213334,509.5272789758,463.2428902826,428.5295987627,11609.9999999986,588.0,578.0,556.0
MC-Cali,OFI,2021-02-09,MARTES,386.1736698522,374.5503834737,362.8268963505,356.9150524166,362.8268963505,374.5503834737,386.1736698522,433.0676183449,485.6730092822,514.9316267179,550.1020880874,573.4488615891,573.4488615891,573.4488615891,573.4488615891,573.4488615891,561.7253744659,538.3786009642,573.4488615891,573.4488615891,550.1020880874,526.655113841,468.1378789698,433.0676183449,11679.9999999987,582.0,593.0,567.0
MC-Cali,OFI,2021-02-10,MIERCOLES,387.0143043134,375.3259528408,363.5377009283,351.8493494558,351.8493494558,375.3259528408,387.0143043134,445.655862556,492.6090693261,527.7740241837,562.9389790413,586.4155824263,586.4155824263,574.7272309538,586.4155824263,586.4155824263,574.7272309538,539.4623756562,574.7272309538,562.9389790413,539.4623756562,504.2974207986,469.132465941,433.9675110835,11739.9999999988,592.0,565.0,551.0
MC-Cali,OFI,2021-02-11,JUEVES,410.98901099,386.81318681,374.72527473,374.72527473,374.72527473,386.81318681,398.9010989,459.34065934,519.78021978,543.95604396,568.13186813,604.3956044,604.3956044,592.30769231,604.3956044,592.30769231,592.30769231,568.13186813,592.30769231,568.13186813,556.04395604,519.78021978,471.42857143,435.16483516,12100.00000002,613.0,577.0,567.0
MC-Cali,OFI,2021-02-12,VIERNES,409.57880637,385.42722958,379.43923534,373.45124109,379.43923534,391.51502373,403.49101222,451.69436589,505.88571381,542.113079,578.24064428,596.30442692,596.30442692,590.21663277,590.21663277,590.21663277,590.21663277,560.17686164,584.22863852,578.24064428,554.08906749,517.96150221,481.83393693,439.7183774,12070.00000004,604.0,586.0,563.0
MC-Cali,OFI,2021-02-13,SABADO,393.1,371.3,365.8,354.9,349.4,360.4,365.8,393.1,442.3,480.5,507.8,535.1,540.5,518.7,496.9,491.4,491.4,496.9,540.5,546.0,524.2,485.9,447.7,420.4,10920.0,569.0,560.0,557.0
MC-Cali,OFI,2021-02-14,DOMINGO,374.08009286,354.83770002,335.69500871,326.12366305,326.12366305,326.12366305,306.88127021,326.12366305,354.83770002,383.65143852,412.46517702,431.60786834,441.179214,450.75055966,441.179214,431.60786834,422.03652268,431.60786834,479.56429815,489.13564381,479.56429815,460.42160683,431.60786834,402.79412984,9620.00000004,498.0,492.0,481.0
MC-Cali,OFI,2021-02-15,LUNES,390.4222982917,372.6667619872,360.7964877162,360.7964877162,366.7814999537,366.7814999537,384.5370362582,431.8186329343,496.855765915,526.4815764905,561.9926490996,591.5187094712,591.5187094712,585.6334474376,591.5187094712,591.5187094712,579.6484352002,556.0076368621,585.6334474376,579.6484352002,556.0076368621,520.496564253,473.2149675769,437.7038949679,11859.9999999987,600.0,591.0,568.0
MC-Cali,OFI,2021-02-16,MARTES,400.8002777823,388.57586931,376.451660907,370.4396567403,376.451660907,388.57586931,400.8002777823,449.297111394,504.0063493113,534.3669703533,570.739595562,595.0882124373,595.0882124373,595.0882124373,595.0882124373,595.0882124373,582.9640040344,558.6153871591,595.0882124373,595.0882124373,570.739595562,546.4911787562,485.7699366722,449.297111394,12119.9999999985,604.0,615.0,588.0
MC-Cali,OFI,2021-02-17,MIERCOLES,406.7945240967,394.5067720181,382.1191195162,369.8313674376,369.8313674376,394.5067720181,406.7945240967,468.4330853363,517.7838944973,554.7470511564,591.7102078155,616.385612396,616.385612396,604.0978603175,616.385612396,616.385612396,604.0978603175,567.034803235,604.0978603175,591.7102078155,567.034803235,530.0716465759,493.1084899168,456.1453332577,12339.9999999989,622.0,594.0,580.0
