UCP,Variable,FECHA,TIPO_DIA,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,Total,PO19,PO20,PO21
MC-Cali,Demanda_Real,2022-01-02,2--ENE,295.5625,280.38718,270.5667,264.66199,262.98689,263.65607,247.02129,263.54305,285.22234,308.08456,330.19535,352.10457,365.84691,371.79432,366.64563,360.22939,356.99049,362.31711,400.25438,414.25905,405.25094,389.24748,366.26719,339.494,7922.58938,346.0,361.0,357.0
MC-Cali,Demanda_Real,2022-01-03,LUVENE,314.85875,299.26875,290.47293,286.36292,288.11198,297.70562,304.45223,345.06044,388.98208,417.97393,449.17378,469.4816,480.9655,484.06489,486.34561,480.37175,468.2372,446.06201,467.85194,475.33365,457.13269,425.70963,392.95536,358.72932,9575.66456,377.0,387.0,376.0
MC-Cali,Demanda_Real,2022-01-04,MAVENE,333.38156,318.61761,309.04581,304.26233,306.45115,317.51942,325.51941,367.1216,411.95517,442.15828,473.41837,493.73946,502.07598,496.78911,492.46914,494.12411,482.75404,461.29821,482.75438,485.90034,466.76871,435.55265,394.76354,360.66323,9959.10361,421.0,430.0,418.0
MC-Cali,Demanda_Real,2022-01-05,MIVENE,338.55079,322.63057,313.79492,310.67822,311.92059,323.25954,333.98565,370.9655,413.24627,444.94926,472.22015,493.78712,497.5952,495.36123,494.605,492.12062,481.47755,460.01892,476.84876,488.45612,469.36843,439.53623,399.69688,356.0869,10001.16042,399.0,408.0,397.0
MC-Cali,Demanda_Real,2022-01-06,JUVENE,329.73924,318.24382,310.1461,306.84853,310.79012,321.20034,332.70469,366.50763,407.12335,432.69434,452.52853,470.36683,482.93034,485.17435,478.58478,472.59665,466.53698,452.68133,479.34705,484.35582,463.07498,431.72058,394.59801,359.8908,9810.38519,410.0,419.0,407.0
MC-Cali,Demanda_Real,2022-01-07,VIVENE,335.17871,319.77149,313.66472,309.69629,312.04573,322.19657,331.99655,369.76984,410.62064,441.61026,464.81898,485.52549,493.35793,495.03794,494.53413,494.13114,487.03116,465.71765,485.29759,488.63814,469.08813,439.87453,404.50861,371.97902,10006.09124,463.0,468.0,448.0
MC-Cali,Demanda_Real,2022-01-08,SAALFENE,347.19957,329.76867,318.52193,312.05186,311.7825,316.66277,316.91652,351.08937,389.7002,416.14859,441.75175,457.61149,468.5887,460.94703,450.86034,443.73284,433.87052,431.91162,459.65483,468.90613,452.09743,420.69928,390.07869,362.21239,9552.76502,446.0,454.0,436.0
MC-Cali,Demanda_Real,2022-01-09,DOALFENE,337.29938,317.42394,303.72307,295.05731,291.6641,289.17314,273.17662,287.66319,312.65195,337.28886,358.9223,378.43021,393.17889,395.8238,388.47999,382.63023,382.22602,378.08155,411.30107,427.07496,418.16388,400.93263,379.61189,356.17742,8496.1564,401.0,418.0,413.0
MC-Cali,Demanda_Real,2022-01-10,LFENE,332.80013,317.38904,305.32499,297.27361,296.61756,299.6791,290.60686,306.72181,331.3082,355.22483,379.39927,397.31036,410.13699,409.29446,388.06063,387.94555,383.32114,388.84051,426.64896,435.74351,421.77647,399.74017,371.99355,344.25398,8677.41168,418.0,423.0,420.0
MC-Cali,Demanda_Real,2022-01-11,MAVENE,325.79542892,309.10079324,301.76664162,299.31265162,302.95296162,318.78586243,336.70978243,376.51991243,421.84441243,450.96967243,479.84257324,498.98478405,507.69079324,512.64550324,510.92784162,504.54159162,498.08802162,474.77427162,487.25381162,498.81505243,482.85506162,457.56181162,418.04706162,376.81937162,10152.60566995,487.0,488.0,478.0
MC-Cali,Demanda_Real,2022-01-12,MIVENE,353.03998,331.40419,324.64245,333.52811,331.93366,352.3975,366.02037,409.78829,460.67098,484.03564,508.13692,536.11936,546.67438,539.60406,543.22708,552.40805,538.662,504.17498,524.63475,535.48091,511.66453,489.96541,445.6348,405.56151,10929.40991,510.0,521.0,504.0
MC-Cali,Demanda_Real,2022-01-13,JUVENE,379.58663,359.5834,341.21006,345.17329,351.00901,366.42582,373.10686,419.23665,455.6074,478.04849,512.66511,540.40234,542.97937,527.29691,526.83653,548.85421,541.77726,514.12923,527.37642,526.20437,512.66579,482.27975,446.65479,408.15729,11027.26698,507.0,516.0,502.0
MC-Cali,Demanda_Real,2022-01-14,VIVENE,381.99334,362.15627,351.37423,340.16384,356.64164,368.19461,387.7667,427.6878,460.29262,484.27251,513.6622,539.83698,551.66893,566.08846,562.44615,568.40736,552.15398,519.97885,525.72719,538.82665,520.5862,477.76238,452.09585,412.76285,11222.54759,521.0,527.0,505.0
MC-Cali,Demanda_Real,2022-01-15,SAVENE,392.97605,374.26437,360.82333,355.11133,357.79492,361.17731,361.72211,396.10261,436.67083,475.40124,504.22361,524.76885,522.86198,501.00567,483.67935,479.92823,476.30021,473.18429,499.66996,512.13355,496.06865,448.07494,411.70494,396.36795,10602.01628,497.0,506.0,486.0
MC-Cali,Demanda_Real,2022-01-16,DOVENE,373.28171,354.33123,343.06138,332.80556,326.18092,323.12467,306.78944,322.60342,346.65612,371.23406,397.85454,406.09262,429.3576,438.58419,428.81496,425.05753,426.82405,426.29836,443.22373,457.09222,454.95122,447.46901,425.97838,397.62544,9405.29236,443.0,461.0,456.0
MC-Cali,Demanda_Real,2022-01-17,LUNES,376.27765,358.94102,345.31013,348.92285,351.46665,363.31198,375.49066,421.52973,484.77371,515.39838,548.01799,573.30003,576.77783,576.63837,573.63385,572.45242,555.73567,533.76426,538.46673,541.0704,522.3933,497.58884,457.31709,415.79035,11424.36989,534.0,545.0,527.0
MC-Cali,Demanda_Real,2022-01-18,MARTES,384.50006,370.34126,362.89239,353.53499,350.30836,362.53878,376.73984,424.71805,484.18021,518.4441,555.23895,569.94871,586.22303,580.33866,589.11553,592.48839,573.51199,534.46228,545.06542,550.61555,519.10715,491.183,456.32981,425.85448,11557.68099,545.0,559.0,538.0
MC-Cali,Demanda_Real,2022-01-19,MIERCOLES,400.9424,383.30781,376.86982,372.20637,374.6375,393.10284,406.17001,438.26589,485.48973,519.78917,573.86022,594.54352,585.28554,604.24753,617.23412,619.94528,609.12475,561.0289,562.98165,566.47794,549.66648,519.40834,482.33392,443.51549,12040.43522,562.0,572.0,557.0
MC-Cali,Demanda_Real,2022-01-20,JUEVES,412.4338,396.17688,373.8582,362.01893,373.62136,399.26099,417.30924,461.23279,502.42777,530.68057,569.23558,592.68401,592.98303,608.17159,631.3562,618.85338,617.8014,571.22078,563.38229,558.98569,556.54366,528.48861,490.66061,452.12418,12181.51154,573.0,583.0,567.0
MC-Cali,Demanda_Real,2022-01-21,VIERNES,421.36747,402.44088,370.37604,368.47071,381.65841,402.08007,419.3168,466.9884,522.24442,556.37598,589.72946,616.80012,620.48439,620.19486,624.1453,619.59406,602.11126,550.59346,545.15909,560.90963,547.3301,525.57916,489.59226,457.64429,12281.18662,576.0,583.0,558.0
MC-Cali,Demanda_Real,2022-01-22,SABADO,423.60877,394.63304,386.4715,377.67222,376.37678,382.24607,390.60853,425.98617,473.20136,497.74902,541.34012,559.06071,562.76651,542.6678,528.63763,506.04707,482.66068,473.80536,505.69484,518.06136,498.62843,472.59314,441.64537,411.68737,11173.84985,530.0,540.0,519.0
MC-Cali,Demanda_Real,2022-01-23,DOMINGO,387.84128,367.06433,354.635,344.31288,341.19425,337.01091,328.21563,336.45257,362.29398,392.64712,416.25634,443.2712,452.40933,453.3692,446.28505,442.99896,441.9097,437.45224,466.57065,492.35706,477.19489,465.65376,446.85823,419.65142,9853.90598,470.0,490.0,484.0
MC-Cali,Demanda_Real,2022-01-24,LUNES,396.72939,361.67207,350.38233,349.36912,364.53965,390.03567,410.29577,445.38544,512.9569,549.1123,567.60853,592.85544,607.34587,609.63679,617.85039,618.69939,601.94563,557.0218,557.56631,571.40609,551.83348,519.3293,483.29416,436.34143,12023.21325,571.0,583.0,563.0
MC-Cali,Demanda_Real,2022-01-25,MARTES,403.07085,381.64667,373.56741,360.38679,352.62532,376.96644,397.78482,440.58821,483.82377,510.94432,548.96495,555.1329,558.43591,553.28217,562.31265,562.71323,550.04015,525.14388,520.64219,528.59426,523.01798,493.94164,455.85117,415.97545,11435.45313,542.0,555.0,535.0
MC-Cali,Demanda_Real,2022-01-26,MIERCOLES,391.60348,380.42314,372.49621,369.15544,364.93722,371.50184,391.28533,440.96421,490.02526,521.28044,541.78515,563.99495,581.05321,582.87933,580.03465,588.61677,577.04631,538.22429,544.21605,555.28898,528.94534,506.41034,469.44244,427.83317,11679.44355,546.0,559.0,540.0
MC-Cali,Demanda_Real,2022-01-27,JUEVES,401.01695,371.29053,373.13572,365.7111,370.5326,389.78144,404.98574,441.05087,487.87096,516.85258,542.34703,570.90113,573.09067,566.15812,571.10228,574.06275,581.42669,552.17389,555.23465,561.33699,539.6825,496.88407,463.88068,430.64786,11701.1578,555.0,564.0,549.0
MC-Cali,Demanda_Real,2022-01-28,VIERNES,398.67196,371.65509,374.71178,369.29269,372.93457,373.48667,388.65943,448.49855,507.82899,535.87755,569.57218,594.72173,591.14965,590.55544,597.41419,599.36284,591.2409,561.09429,554.5848,550.91299,521.21674,489.90318,467.15436,429.53955,11850.04012,558.0,565.0,541.0
MC-Cali,Demanda_Real,2022-01-29,SABADO,404.7012,388.3585,376.60096,370.31847,371.97238,376.45159,383.71688,420.74334,466.42953,496.55949,531.87583,545.30506,550.18948,534.94282,516.24394,518.55434,511.17953,487.97683,517.44545,525.40791,506.49521,474.63149,437.59437,410.43791,11124.13251,522.0,532.0,510.0
MC-Cali,Demanda_Real,2022-01-30,DOMINGO,384.62049,362.3645,350.59673,339.84607,337.99912,336.14808,303.47464,319.29204,362.41677,386.24488,404.7383,405.52501,417.00833,427.01411,421.21656,416.88744,416.09241,412.65618,449.78218,461.56835,446.05056,446.32559,427.3022,392.86906,9428.0396,453.0,472.0,467.0
MC-Cali,Demanda_Real,2022-01-31,LUNES,359.36521,348.48819,350.05254,345.62328,349.92183,371.51028,396.95302,427.35895,481.46625,530.68535,558.64458,571.26814,571.4901,569.7905,573.24937,571.98023,558.66873,531.99903,551.97273,565.93935,544.63786,511.48698,466.40919,429.11739,11538.07908,541.0,552.0,533.0
MC-Cali,Demanda_Real,2021-12-01,MIERCOLES,375.99135,365.64976,358.52961,352.26774,352.03039,356.62767,377.80641,422.68258,474.27217,505.44989,534.91289,538.67438,536.52923,535.14834,541.21732,535.23378,542.05394,519.73415,540.22555,544.60638,529.45998,498.28228,449.46647,409.79245,11196.64471,568.0,567.0,550.0
MC-Cali,Demanda_Real,2021-12-02,JUEVES,383.13005,371.09174,360.44605,355.99701,363.29498,378.22494,387.80897,429.58456,479.78735,511.39892,539.99378,557.73666,564.88005,566.5309,578.21946,588.39972,574.66754,545.41135,560.92889,555.52095,536.97137,507.53627,463.75194,425.832,11587.14545,590.0,584.0,564.0
MC-Cali,Demanda_Real,2021-12-03,VIERNES,398.68827,376.0256,351.38182,344.99455,368.35559,384.7048,399.97813,454.6434,497.57314,530.94929,556.60875,568.2013,568.25685,569.07549,579.97608,582.01796,571.2002,547.44109,564.11174,550.42023,530.41186,492.42855,453.36692,415.90276,11656.71437,549.0,555.0,532.0
MC-Cali,Demanda_Real,2021-12-04,SABADO,393.73511,382.9085,371.10924,367.56752,368.04309,373.51126,382.24998,415.02762,456.93887,488.60777,518.61243,532.88422,532.19433,517.99176,508.76957,494.21919,490.49202,487.60868,513.96044,503.3173,474.92363,444.13057,404.79008,370.60645,10794.19963,505.0,514.0,494.0
MC-Cali,Demanda_Real,2021-12-05,DOMINGO,345.3866,335.33234,318.94958,306.09735,305.40156,296.73547,285.86418,311.89587,340.21857,370.33556,393.4143,405.05621,417.03687,416.21548,404.85942,398.19689,393.33745,391.90125,433.31935,439.79187,434.67471,419.15022,397.93202,368.5318,8929.63492,446.0,464.0,459.0
MC-Cali,Demanda_Real,2021-12-06,LUNES,346.05235,331.22523,322.53624,320.42518,325.04828,342.13312,360.13326,408.85239,460.62861,493.40057,522.52674,541.97303,547.92371,545.03201,557.11168,565.84856,560.7797,528.0354,541.09915,537.0101,519.14767,488.71175,448.26155,401.92216,11015.81844,537.0,548.0,530.0
MC-Cali,Demanda_Real,2021-12-07,MARTES,391.41156,390.10876,380.75496,373.2379,378.78541,396.90273,412.94098,468.77667,529.65624,554.46574,587.52225,603.95728,593.27603,599.78544,610.00392,604.96003,585.22061,542.33431,555.64963,533.17243,492.68935,449.13135,436.21219,423.90076,11894.85653,543.0,555.0,536.0
MC-Cali,Demanda_Real,2021-12-08,8--DIC,399.36761,379.61557,369.30131,354.93164,353.98066,353.59967,341.46379,365.06323,400.15008,430.13538,456.68522,479.88724,491.24313,488.29509,468.76271,469.74463,468.59171,462.04023,509.55388,513.94028,503.02711,485.06037,459.02285,429.60012,10433.06351,488.0,509.0,503.0
MC-Cali,Demanda_Real,2021-12-09,JUEVES,406.70854,388.91819,378.35247,369.22104,367.20247,376.03782,393.74971,455.22273,516.05412,553.18821,578.70569,594.2679,605.32423,600.83249,611.23308,605.0288,588.71734,565.02359,577.29236,578.23779,559.44316,529.16434,483.09414,441.06243,12122.08264,555.0,565.0,549.0
MC-Cali,Demanda_Real,2021-12-10,VIERNES,408.59091,390.5546,379.50475,372.53674,381.39823,395.58828,394.48557,445.19126,497.81396,531.33895,570.6053,585.31876,584.51306,568.90192,590.8415,587.01112,571.07107,553.55896,575.10295,570.57348,545.57758,519.96105,478.22588,434.23248,11932.49836,572.0,567.0,542.0
MC-Cali,Demanda_Real,2021-12-11,SABADO,409.01675,384.72052,377.72731,369.91545,368.57493,377.06233,382.35245,428.29036,462.69716,495.59121,514.5615,532.85729,530.63725,505.52636,480.91191,465.57576,459.33615,466.66896,509.44361,514.48002,491.49999,461.82063,422.87482,391.48922,10803.63194,506.0,511.0,488.0
MC-Cali,Demanda_Real,2021-12-12,DOMINGO,370.55323,346.21178,328.39162,315.92011,322.48604,314.86047,308.00566,332.31156,355.7735,388.33174,404.0604,403.61142,431.95655,430.41465,415.70516,403.18159,402.10029,409.4132,451.25278,457.17714,442.78604,423.16712,392.96385,362.31331,9212.94921,447.0,453.0,440.0
MC-Cali,Demanda_Real,2021-12-13,LUNES,343.85046,332.51378,328.43858,325.28987,330.68011,346.38866,370.02054,419.7416,464.36995,498.69173,512.24504,536.40311,539.47143,538.96257,561.47936,568.0208,560.07338,535.40735,556.30379,553.11832,537.94969,501.938,456.78496,413.96321,11132.10629,553.0,550.0,531.0
MC-Cali,Demanda_Real,2021-12-14,MARTES,384.75062,362.75078,354.79545,350.29713,354.41202,372.40577,383.70255,444.23239,486.10208,514.57856,547.91999,569.0994,570.59657,578.58178,573.04296,570.67928,558.26151,536.75013,561.28489,557.89175,554.546,513.57887,465.55799,424.91177,11590.73024,556.0,553.0,551.0
MC-Cali,Demanda_Real,2021-12-15,MIERCOLES,399.55648,379.01506,372.19811,368.53905,373.70724,388.50826,412.82826,456.69435,507.97121,543.99813,576.74556,600.80491,593.23179,589.70065,595.04084,602.46183,592.35237,552.29539,572.79052,557.27916,544.3465,518.40004,467.60199,426.84269,11992.91039,568.0,553.0,540.0
MC-Cali,Demanda_Real,2021-12-16,JUEVES,408.35714,390.03076,381.3478,373.29915,382.63588,399.07213,403.64557,456.40551,516.6974,550.02952,559.0455,588.74497,588.65437,579.93955,579.34021,595.43363,586.3199,556.91756,575.15736,563.79465,541.06309,514.61649,478.54641,440.72822,12009.82277,543.0,553.0,538.0
MC-Cali,Demanda_Real,2021-12-17,VIVDIC,404.39771,387.65905,373.1274,367.87716,370.96305,385.90207,401.29737,445.77118,497.0908,539.7386,571.33078,588.16639,588.35878,583.30184,585.43597,586.77422,568.84669,530.15385,547.06403,540.7572,517.40089,492.28735,462.9795,437.83741,11774.51929,544.0,536.0,514.0
MC-Cali,Demanda_Real,2021-12-18,SAVDIC,401.70572,385.4392,374.6631,364.41078,365.31033,367.42721,373.92014,411.40863,453.83466,480.09321,508.82415,533.19034,530.78547,514.70482,497.58985,488.46563,481.76822,484.29355,522.2125,513.72018,500.21921,467.05851,434.49445,407.71983,10863.25969,519.0,511.0,497.0
MC-Cali,Demanda_Real,2021-12-19,DOVDIC,380.52155,361.26958,348.24879,339.07033,330.7379,334.04935,310.31382,336.3723,370.11042,395.79445,418.12541,430.27089,428.30781,428.6013,422.9634,419.62081,430.34334,444.81878,473.21386,474.55979,467.27075,446.11756,421.74918,396.50298,9608.95435,466.0,468.0,462.0
MC-Cali,Demanda_Real,2021-12-20,LUVDIC,372.57379,358.24455,351.40539,345.74689,342.81864,363.82008,373.54328,429.4759,481.07388,522.84852,548.09144,572.34172,574.83801,578.94455,587.07212,579.4821,561.3825,533.512,554.8221,551.2953,529.58811,501.98691,458.20533,428.26211,11501.37522,549.0,560.0,541.0
MC-Cali,Demanda_Real,2021-12-21,MAVDIC,396.71952,377.49673,356.98625,351.74715,346.38705,369.93227,391.94593,449.91441,506.84663,538.40299,549.34628,566.41172,562.70599,561.88202,583.35722,588.10987,570.3797,531.5376,549.53841,551.0442,536.10997,504.62716,461.72465,403.49127,11606.64499,560.0,574.0,553.0
MC-Cali,Demanda_Real,2021-12-22,MIVDIC,382.0143,371.37118,360.97177,349.68909,354.73165,366.79134,385.55163,425.70334,484.58952,520.8721,541.56482,562.44169,564.89714,558.95125,565.33214,562.6429,554.68555,518.15818,544.49777,546.70872,514.01434,490.83589,464.26587,430.5428,11421.82498,541.0,544.0,511.0
MC-Cali,Demanda_Real,2021-12-23,JUVDIC,398.92826,376.56134,363.97173,360.70781,366.53115,377.90446,389.59255,440.58912,492.74611,518.00371,539.36768,556.10163,560.38828,573.41871,577.76885,572.15227,556.64184,527.27604,551.94732,551.68507,523.93301,496.4208,460.08788,420.89139,11553.61701,550.0,559.0,544.0
MC-Cali,Demanda_Real,2021-12-24,24--DIC,384.85726,363.27065,349.94194,331.76322,323.16109,325.99051,325.82968,365.88466,412.41388,445.55793,469.46894,482.55169,479.707,466.58743,447.16694,437.01506,429.67728,421.37177,451.9321,457.26807,433.38336,405.88482,380.64093,360.10457,9751.43078,445.0,453.0,435.0
MC-Cali,Demanda_Real,2021-12-25,25--DIC,341.73691,328.93819,316.31366,303.43817,295.06482,290.10484,266.02104,272.76937,289.00612,307.60054,333.03809,354.46615,368.328,371.44314,373.55293,373.14547,366.70812,367.33172,406.93349,412.61867,404.89454,393.45291,374.38668,353.436,8264.72957,385.0,401.0,397.0
MC-Cali,Demanda_Real,2021-12-26,DOVDIC,332.58009,314.98731,303.33013,297.00874,295.52318,295.271,278.6245,289.47905,312.27059,338.97424,362.82498,376.59069,402.45744,407.67437,403.14951,397.60968,392.30761,391.93353,436.60561,446.86218,437.66991,422.87296,401.99759,373.73492,8712.33981,402.0,419.0,415.0
MC-Cali,Demanda_Real,2021-12-27,LUVDIC,350.46514,330.81681,319.75879,312.83468,313.41404,328.21144,340.04238,386.42598,438.4564,476.04061,502.79781,520.48787,530.35981,527.86414,524.58425,515.33784,500.76095,485.12534,515.43311,514.03144,490.19523,459.00139,419.5001,383.21329,10485.15884,480.0,490.0,473.0
MC-Cali,Demanda_Real,2021-12-28,MAVDIC,359.57695,340.71114,331.58958,326.02052,326.27721,337.95649,346.95987,390.99486,444.33719,480.45325,511.20864,536.23131,543.37295,537.0185,528.90304,510.4224,497.83417,485.13219,516.05564,515.89138,492.46683,461.03145,421.73501,383.99643,10626.177,483.0,494.0,476.0
MC-Cali,Demanda_Real,2021-12-29,MIVDIC,352.2433,336.602,326.59309,321.20841,323.08773,333.09292,344.72081,383.95351,436.4742,468.95587,500.356,520.89279,523.58418,513.03365,505.85226,491.87272,478.6005,471.35014,494.86173,488.50973,467.06979,433.73422,398.44448,362.60102,10277.69505,465.0,476.0,459.0
MC-Cali,Demanda_Real,2021-12-30,JUVDIC,338.17102,319.12654,308.56379,302.95215,304.19449,314.85555,325.03197,359.96306,407.48904,430.51602,454.9172,480.58542,485.75542,479.63676,477.0531,473.04162,461.685,444.24951,466.92929,474.41845,458.02596,432.6517,401.14522,367.22675,9768.18503,466.0,474.0,461.0
MC-Cali,Demanda_Real,2021-12-31,31--DIC,335.81593,316.53217,303.06325,296.47846,293.7511,299.42901,294.19919,324.19411,359.62903,386.26516,408.53107,420.78918,421.81358,415.23843,404.04772,395.05913,385.16883,385.0879,421.44511,428.41579,408.80825,386.7016,361.23888,340.5418,8792.24468,408.0,413.0,396.0
MC-Cali,Demanda_Real,2021-11-01,LF,347.75523,327.29854,317.72797,312.15017,314.35079,303.84204,290.97357,304.8643,337.53432,376.19664,405.38859,427.74659,444.69992,448.25677,436.26488,430.51972,425.19248,423.0995,472.33624,469.78803,460.56188,437.84404,411.47197,381.85278,9307.71696,470.0,467.0,458.0
MC-Cali,Demanda_Real,2021-11-02,MADLF,358.35362,349.13913,337.32358,335.14853,339.92905,364.99032,381.52719,433.07882,493.53431,528.50214,560.73246,581.36929,587.22544,584.62087,592.82493,588.31654,564.13598,539.7692,552.07677,541.47002,522.08222,483.72808,450.01119,399.61857,11469.50825,548.0,538.0,519.0
MC-Cali,Demanda_Real,2021-11-03,MIERCOLES,373.78445,361.96612,355.03541,350.84175,345.7154,361.5959,381.52093,431.65027,483.34534,514.65226,548.07253,566.97902,566.26595,565.10496,571.69153,566.69349,552.43337,525.58759,545.40852,535.6599,514.16685,477.77214,434.25163,396.04926,11326.24457,542.0,532.0,511.0
MC-Cali,Demanda_Real,2021-11-04,JUEVES,390.35298,366.95036,361.96805,356.98663,358.76402,378.85312,406.14817,454.39831,503.59323,537.74431,567.01419,598.10006,592.82535,597.59255,599.41039,601.69239,594.94464,568.32171,583.58816,562.25398,531.65287,503.42035,439.61827,394.98888,11851.18297,540.0,528.0,505.0
MC-Cali,Demanda_Real,2021-11-05,VIERNES,369.86568,370.62965,361.08212,350.38799,350.24343,378.43637,393.05627,438.76946,479.95024,511.77348,541.40795,568.32759,579.97423,586.77743,593.53001,594.76896,582.52406,556.29111,565.33247,548.94039,522.78076,493.19553,452.70459,422.84484,11613.59461,534.0,541.0,518.0
MC-Cali,Demanda_Real,2021-11-06,SABADO,391.59026,374.15963,360.83356,355.91281,356.95801,356.45817,364.51118,416.87354,463.88615,495.54127,524.13601,540.69255,548.64914,536.54041,512.22059,499.15855,493.53403,487.73366,523.64056,515.78861,496.85707,464.94748,425.19992,390.49726,10896.32042,509.0,519.0,498.0
MC-Cali,Demanda_Real,2021-11-07,DOMINGO,372.15512,349.75486,337.82537,334.36714,327.26492,326.9583,309.11807,323.04562,346.23461,363.74511,389.04848,401.76997,413.39759,415.77412,397.55318,399.93926,393.88166,401.52574,434.60931,431.63093,414.27739,402.78733,384.3245,369.98433,9040.97291,449.0,468.0,463.0
MC-Cali,Demanda_Real,2021-11-08,LUNES,378.28918,358.84908,355.04904,350.95199,353.98031,374.76267,391.69554,449.67322,493.72603,519.22892,552.90264,574.41597,571.90372,563.13592,567.91221,571.45945,567.73496,546.12925,565.04404,558.95419,540.37096,502.24244,453.72552,404.73594,11566.87319,543.0,554.0,535.0
MC-Cali,Demanda_Real,2021-11-09,MARTES,392.75037,379.8232,355.97345,361.57436,375.03332,388.99559,413.1368,449.35194,499.90247,530.27283,546.7504,571.95414,563.97587,574.92099,569.35615,567.0623,553.10544,532.84613,556.04913,543.62997,517.7032,478.50796,440.97662,404.2652,11567.91783,536.0,549.0,529.0
MC-Cali,Demanda_Real,2021-11-10,MIERCOLES,375.43288,364.74294,356.76386,353.67438,362.21339,380.69894,399.27602,446.26916,492.76669,532.03021,558.0893,577.72666,579.0096,569.23422,588.71906,584.20665,574.74404,546.89601,566.75392,554.4371,536.24865,498.72183,455.26309,418.21176,11672.13036,537.0,548.0,530.0
MC-Cali,Demanda_Real,2021-11-11,JUEVES,386.84298,371.84868,365.09098,360.7671,361.93224,391.78204,399.54097,437.2153,504.71956,541.27595,570.77413,580.65031,584.22714,585.53785,596.03116,592.85678,577.58889,552.67143,572.99173,562.34705,532.83722,494.79175,459.6559,421.31636,11805.2935,546.0,556.0,540.0
MC-Cali,Demanda_Real,2021-11-12,VIERNES,395.89868,380.31479,371.76227,367.62024,369.43044,384.48559,407.356,460.54712,517.04091,549.41094,584.2589,600.35482,589.697,585.92191,591.54341,592.38156,578.24501,550.01225,569.03756,556.82419,530.48429,499.76473,462.93502,432.05134,11927.37897,548.0,555.0,531.0
MC-Cali,Demanda_Real,2021-11-13,SAALF,402.94759,384.33912,373.28479,367.27217,365.74482,369.67917,378.12024,420.37902,461.69712,494.3062,510.2336,524.99673,522.52492,505.73315,498.30019,493.92262,483.09612,488.3073,522.0995,511.8418,487.38182,456.1893,425.90766,389.5402,10837.84515,520.0,510.0,485.0
MC-Cali,Demanda_Real,2021-11-14,DOALF,353.12681,331.68807,337.80042,328.80969,319.96951,316.39791,307.98441,331.74065,360.88384,384.68535,408.91296,420.70009,434.8098,433.66991,425.21679,416.63412,411.5832,412.9331,452.19629,454.6762,446.05373,423.36246,405.38798,381.18762,9300.41091,450.0,452.0,444.0
MC-Cali,Demanda_Real,2021-11-15,LF,357.65929,345.54638,338.06604,329.60987,322.27026,328.1117,314.48855,347.07325,376.7556,388.80254,414.08748,436.90109,448.14961,459.54324,443.52975,438.36546,438.48926,439.2038,484.86671,490.66173,481.84918,455.27113,423.0543,391.10702,9693.46324,482.0,488.0,479.0
MC-Cali,Demanda_Real,2021-11-16,MADLF,368.50893,353.29306,346.40447,346.55912,347.84045,369.77578,389.25713,448.73997,503.68683,524.53982,557.87492,597.60538,597.81992,591.30018,603.84213,608.72747,599.11282,568.25354,593.27154,575.45796,545.87422,507.60004,465.39435,427.49612,11838.23615,543.0,556.0,536.0
MC-Cali,Demanda_Real,2021-11-17,MIERCOLES,397.8801,376.67996,366.2412,363.69016,370.60133,390.73122,399.19053,455.42686,519.36607,555.04754,581.73559,602.64144,601.72755,596.02067,594.20624,606.6487,593.16512,558.94521,562.11338,547.47616,542.21406,497.2843,458.90873,419.25147,11957.19359,546.0,558.0,539.0
MC-Cali,Demanda_Real,2021-11-18,JUEVES,395.70382,376.15608,362.67892,369.38475,373.65176,390.12082,400.26874,454.214,506.62806,534.08755,564.4896,573.88423,547.77678,530.26966,546.87641,551.9923,554.64912,536.74666,555.05317,542.14007,520.2826,483.00737,443.14915,404.51728,11517.7289,535.0,544.0,530.0
MC-Cali,Demanda_Real,2021-11-19,VIERNES,383.25155,368.70224,345.52533,334.09302,338.71474,353.53425,374.32689,422.93246,477.24151,503.74757,525.36044,538.00293,532.41527,526.4473,524.37911,527.98646,522.04902,508.24445,524.46022,516.28121,498.41768,464.43205,438.0355,402.33555,10950.91675,518.0,524.0,502.0
MC-Cali,Demanda_Real,2021-11-20,SABADO,375.68307,357.70638,350.75372,333.91634,329.62792,330.40799,338.74704,377.15119,419.86812,449.34869,444.94419,456.66932,452.09495,441.07405,430.93588,423.92445,421.76323,433.76711,468.39408,464.32576,447.96618,409.94754,378.38567,356.30907,9693.71194,487.0,496.0,476.0
MC-Cali,Demanda_Real,2021-11-21,DOMINGO,353.08349,334.5325,323.33583,313.53672,312.40197,309.66547,298.38919,313.93954,342.53842,367.37114,384.3848,404.47557,419.584,424.19074,410.35941,404.75512,407.24355,406.3489,447.79157,449.54536,439.64676,425.16985,402.27176,374.15975,9068.72141,440.0,458.0,453.0
MC-Cali,Demanda_Real,2021-11-22,LUNES,360.54998,343.75219,339.90018,336.0077,337.41962,356.83393,371.48272,427.76297,479.16255,519.55234,543.25719,558.9533,552.31769,556.14704,560.29973,559.16227,550.11667,525.94262,545.06554,533.59723,507.64488,473.19929,431.66346,397.20083,11166.99192,534.0,545.0,526.0
